date,year,quarter,market,consumer_inc,consumer_reg,price_inc,price_reg,smartmeter,consumer_commercial,consumer_market,consumer_EDP,consumer_ENDESA,consumer_IBERDROLA,consumer_NATURGY,consumer_OTHERS,consumer_REPSOL,price_EDP,price_ENDESA,price_IBERDROLA,price_NATURGY,price_REPSOL,consumer_reg_fdata,registration_distr_reg,switch_reg_inc,switch_reg_others,switch_inc_reg,switch_others_reg,consumer_reg_lag,consumer_inc_lag,consumer_commercial_lag,consumer_market_lag,consumer_ENDESA_lag,consumer_IBERDROLA_lag,consumer_NATURGY_lag,consumer_OTHERS_lag,consumer_REPSOL_lag,consumer_EDP_lag,reg_switch_out,reg_switch_in,lambdas,P,Pi,Po
2019 Q3,2019,3,IBERDROLA,5374102,3365229,0.12823448268043486,0.10544619854090449,0.997666667,7289395,10654624,303164,361175,5374102,499525,608841,142588,0.12172471211217267,0.12305238733712698,0.12823448268043486,0.13544361578441466,0.10642335341863737,3448421,2544.106999406395,36028.34150789593,12527.311680621362,33395.429852967485,8453.032155296583,3378470,5380358,7265595,10644065,363178,5380358,516953,576833,126731,301542,48555.65318851729,41848.46200826407,0.02013189567476158,0.28610381232442844,0.5297116599564762,0.18418452771909544
2019 Q4,2019,4,IBERDROLA,5356287,3350086,0.12445812591285065,0.10248017199192233,0.998,7314797,10664883,305186,361381,5356287,481786,647639,162518,0.12358203671851616,0.12029615454981897,0.12445812591285065,0.1272885255668499,0.10642981641725842,3450251,2625.4995778567995,41406.9635716358,14247.995860011344,37891.085623625644,9782.510446341441,3365229,5374102,7289395,10654624,361175,5374102,499525,608841,142588,303164,55654.95943164715,47673.59606996708,0.0230783690941486,0.28338790664260244,0.5331551967275461,0.18345689662985135
2016 Q1,2016,1,NATURGY,788583,2292282,0.12845203233387154,0.09306155169493507,0.546666667,1305086,3597368,27551,161100,253294,788583,51465,23093,0.12017636355820116,0.1339608564874612,0.12565256084915816,0.12845203233387154,0.10743896378059835,2365142,4380.757958718757,11293.05126880331,14320.814070360258,4553.274533199275,2220.424000757671,,,,,,,,,,,25613.865339163567,6773.6985339569455,,,,
2016 Q2,2016,2,NATURGY,801184,2272222,0.13197935002581715,0.08906157880996807,0.606666667,1328389,3600611,30279,161062,256313,801184,57881,21670,0.11569340715670928,0.13139887047714546,0.12429132402152053,0.13197935002581715,0.10533938841887339,2345572,4993.794439053672,9692.12674349796,13959.37494990561,4825.235713079795,2285.2300837492944,2292282,788583,1305086,3597368,161100,253294,788583,51465,23093,27551,23651.50169340357,7110.4657968290885,0.015766158589693578,0.34556761053633894,0.2681792363950001,0.3862531530686608
2016 Q3,2016,3,NATURGY,811011,2256248,0.1352440343336832,0.10150220381351359,0.67,1347354,3603602,32634,160129,258390,811011,62008,23182,0.1155892060120733,0.1312951223675599,0.12530615155971464,0.1352440343336832,0.10389150702368694,2329718,3608.4968429655432,7350.6417171520325,11273.88935828285,3255.975949020439,1588.2809507416778,2272222,801184,1328389,3600611,161062,256313,801184,57881,21670,30279,18624.531075434883,4844.2568997621165,0.011843331552823067,0.3079129881410439,0.2731496240450042,0.41893738781395184
2016 Q4,2016,4,NATURGY,819785,2236744,0.13275191721738644,0.12085564291264062,0.736666667,1355806,3592550,35705,155110,253441,819785,67088,24677,0.11529849861183025,0.12918615730539615,0.12494361773905073,0.13275191721738644,0.09826697658034138,2315490,3666.9042941234898,6975.425687003615,11861.411440343081,4809.672413182522,2254.624505396266,2256248,811011,1347354,3603602,160129,258390,811011,62008,23182,32634,18836.8371273467,7064.296918578788,0.013591833064183637,0.3857528974889171,0.22746042703756558,0.3867866754735172
2017 Q1,2017,1,NATURGY,831973,2218702,0.13387355168270357,0.12395773204609968,0.793333333,1378655,3597357,39633,151909,254358,831973,74299,26483,0.11893429898867611,0.12889381740265554,0.12276320481683053,0.13387355168270357,0.09752244995461302,2321820,3245.1749024472183,8774.203755674427,14363.434616809227,5981.97729367479,1966.5989249812646,2236744,819785,1355806,3592550,155110,253441,819785,67088,24677,35705,23137.638372483656,7948.576218656055,0.016206959705267265,0.3617347566285446,0.24204152581822586,0.3962237175532295
2017 Q2,2017,2,NATURGY,843143,2200720,0.13513366219560938,0.10992490340297434,0.84,1400602,3601322,45612,149128,254581,843143,80858,27280,0.11975669774361572,0.12838024606230886,0.12071832397182455,0.13513366219560938,0.09729002115432873,2283894,3479.4959485860554,8647.188214514334,13679.01536586199,5317.047533729674,1905.965933620387,2218702,831973,1378655,3597357,151909,254358,831973,74299,26483,39633,22326.20358037632,7223.013467350061,0.015301906011294716,0.342387021755389,0.2547008574349219,0.40291212080968924
2017 Q3,2017,3,NATURGY,853204,2185908,0.13567912883194228,0.11042532694651251,0.89,1418744,3604652,51041,145939,254034,853204,86896,27630,0.1258801699181834,0.12411179501344172,0.1123346262382988,0.13567912883194228,0.09697698159175257,2285736,3181.695487142872,7628.609828956625,11491.2091895127,4810.3180944781025,2059.9254822079192,2200720,843143,1400602,3601322,149128,254581,843143,80858,27280,45612,19119.819018469323,6870.243576686022,0.013593191087748318,0.3608576948235947,0.25501116232642357,0.38413114284998184
2017 Q4,2017,4,NATURGY,861654,2169492,0.13762640160603437,0.12490814265773201,0.92,1437605,3607097,55689,141271,256062,861654,94709,28220,0.12470232522448023,0.12264802306422881,0.11277729393396911,0.13762640160603437,0.09626610185862726,2241949,2938.847941679315,8424.632920731025,11861.836703689512,5916.403133166723,2040.8397461316024,2185908,853204,1418744,3604652,145939,254034,853204,86896,27630,51041,20286.469624420537,7957.2428792983255,0.014889221879926754,0.37669215402129025,0.25884936591731766,0.36445848006139214
2018 Q1,2018,1,NATURGY,867551,2155868,0.1398662225681554,0.11370991209205604,0.937666667,1453784,3609652,58065,138058,257181,867551,104178,28751,0.12595008341118571,0.12170787489303206,0.11759613218005996,0.1398662225681554,0.09620851705951786,2238441,2917.264369264144,8722.899766399918,12710.180878566824,8940.562938223524,2449.19223870542,2169492,861654,1437605,3607097,141271,256062,861654,94709,28220,55689,21433.080644966743,11389.755176928944,0.01780203769415719,0.445046200978828,0.22585676991708245,0.32909702910408933
2018 Q2,2018,2,NATURGY,871416,2143724,0.13984625692230002,0.11492916142557695,0.951,1467306,3611030,60083,134781,257645,871416,113062,30319,0.124992520709144,0.1200992281046702,0.11811459314959213,0.13984625692230002,0.09931615714095489,2236959,2964.0857664355945,7981.852683039788,11710.678327139658,10960.313259205914,2444.675974839056,2155868,867551,1453784,3609652,138058,257181,867551,104178,28751,58065,19692.531010179446,13404.98923404497,0.018355143412074854,0.5023527715242935,0.20170829558490247,0.2959389328908042
2018 Q3,2018,3,NATURGY,870646,2132012,0.1387214744259243,0.12961070187317014,0.961666667,1480990,3613002,63754,132698,260560,870646,121578,31754,0.13324891586513368,0.1218238491961865,0.11696574441748352,0.1387214744259243,0.09936160190401208,2223745,2672.990588399299,6064.083741616058,11787.8117949675,8519.43843920953,2161.0189333759045,2143724,871416,1467306,3611030,134781,257645,871416,113062,30319,60083,17851.895536583557,10680.457372585435,0.015606472889210124,0.46640628634539677,0.1812556519261743,0.3523380617284289
2018 Q4,2018,4,NATURGY,858576,2128573,0.1416202229058772,0.1277976797239321,0.974333333,1484555,3613128,64697,131943,262600,858576,130911,35828,0.13867766200052828,0.12975693103264285,0.12449813768118814,0.1416202229058772,0.10282408027241263,2238167,2441.304375857566,4033.3353556727448,11196.52373080293,18284.580416921526,2458.4229885437503,2132012,870646,1480990,3613002,132698,260560,870646,121578,31754,63754,15229.859086475675,20743.003405465275,0.021149594749970094,0.6622431310123595,0.08944841272490212,0.2483084562627382
2019 Q1,2019,1,NATURGY,852255,2119749,0.1445179345472613,0.11868834786561344,0.982,1494396,3614145,63210,132043,264806,852255,141645,40437,0.1302233937714792,0.12634204249353115,0.12638724244915145,0.1445179345472613,0.10432453940697875,2205813,2454.3508203097904,13514.305241196784,29388.78495955913,7495.668127805938,2290.022711354045,2128573,858576,1484555,3613128,131943,262600,858576,130911,35828,64697,42903.09020075591,9785.690839159983,0.026747465389343594,0.24644077430287933,0.2373682022842112,0.5161910234129096
2019 Q2,2019,2,NATURGY,845842,2107339,0.13512868716013318,0.10888845982606786,0.983666667,1508802,3616141,61936,132251,264984,845842,155844,47945,0.11803316042742515,0.12571496371071825,0.13313857285300926,0.13512868716013318,0.10541419195606076,2218282,2122.2708952243224,5477.624879974684,12599.67720830805,6306.013519471375,2403.467038906685,2119749,852255,1494396,3614145,132043,264806,852255,141645,40437,63210,18077.302088282733,8709.48055837806,0.014356133106488053,0.40596545662390116,0.1799991159339212,0.4140354274421777
2019 Q3,2019,3,NATURGY,835053,2098136,0.13542364238735732,0.10424710409203793,0.984,1517624,3615760,62574,131832,264227,835053,169145,54793,0.11863422032698202,0.1245289245187024,0.1271086259865714,0.13542364238735732,0.10594450911387705,2186108,2140.2617254042343,2822.6501051183195,11879.892213925386,6729.827452257619,3299.6501398832993,2107339,845842,1508802,3616141,132251,264984,845842,155844,47945,61936,14702.542319043707,10029.477592140918,0.013624140242578065,0.48790689539127646,0.0983135857859035,0.41377951882282005
2019 Q4,2019,4,NATURGY,821445,2089594,0.12734083686792488,0.10130774657889983,0.996,1525508,3615102,63558,132454,264984,821445,180448,62619,0.12131138685049482,0.12143051189754178,0.1231000722884476,0.12734083686792488,0.10610495395167602,2199915,1873.1084464627043,3892.494124545721,14922.177329578642,8193.424675044263,4554.541075450642,2098136,835053,1517624,3615760,131832,264227,835053,169145,54793,62574,18814.671454124364,12747.965750494906,0.017367276950180068,0.483665346328082,0.10682246621302101,0.409512187458897
2016 Q1,2016,1,REPSOL,195262,232780,0.11643537326150004,0.09390296979600334,0.97,390887,623667,62231,29288,47295,37700,19111,195262,0.12037358845128636,0.13385483103259016,0.1252930322296846,0.1283316814222222,0.11643537326150004,234852,130.83541975371725,2445.234701003185,1569.0338596222302,778.0742765656669,88.21479059152146,,,,,,,,,,,4014.2685606254154,866.2890671571884,,,,
2016 Q2,2016,2,REPSOL,196453,229842,0.11362851649319387,0.08984910096243763,0.97,394512,624354,62609,28718,47499,37446,21787,196453,0.1159369469211583,0.13125749563192074,0.12383608613293473,0.13175874743373198,0.11362851649319387,232002,185.25898052602994,1817.9156645201333,1557.3642641011716,741.0359221041198,103.0317324850648,232780,195262,390887,623667,29288,47295,37700,19111,195262,62231,3375.279928621305,844.0676545891846,0.016659235682857872,0.1296196840991319,0.46878423236809297,0.40159608353277504
2016 Q3,2016,3,REPSOL,198227,226952,0.1119169631282788,0.10230673928611177,0.97,397884,624836,62981,28571,46860,37020,24225,198227,0.11582030922173353,0.13109995021726575,0.12473248896060322,0.13494847991162087,0.1119169631282788,229139,150.54924740004975,1701.6026778505623,1551.0534304505125,592.2924338501957,106.96920210003535,229842,196453,394512,624354,28718,47499,37446,21787,196453,62609,3252.6561083010747,699.261635950231,0.015924177096756677,0.11130700196247084,0.46491308484423727,0.42377991319329195
2016 Q4,2016,4,REPSOL,198627,224058,0.10548504120987834,0.12173144306618536,0.977563,401142,625200,63070,28191,47098,37454,26702,198627,0.1156258649975963,0.1289991848701122,0.12424497661969891,0.13228911698918874,0.10548504120987834,226377,100.95511469804795,1798.3867000622854,1580.6403742429663,782.8970169230972,99.96535867159649,226952,198227,397884,624836,28571,46860,37020,24225,198227,62981,3379.0270743052515,882.8623755946937,0.017107623990516685,0.1297020491496903,0.4631902099282404,0.4071077409220693
2017 Q1,2017,1,REPSOL,198519,221015,0.10496138134311238,0.12485621503910099,0.977564,404747,625762,63493,28010,47599,38845,28281,198519,0.1195220382487928,0.1286870277465191,0.12216574828982121,0.13314548453881245,0.10496138134311238,221755,114.61624315122545,1609.610719036775,2142.825415435954,1061.44607787874,92.68965750490406,224058,198627,401142,625200,28191,47098,37454,26702,198627,63070,3752.4361344727286,1154.135735383644,0.019624735740176966,0.14660707712239796,0.36606363092890504,0.487329291948697
2017 Q2,2017,2,REPSOL,198613,219056,0.10483592353902166,0.11074463429060916,0.977563,407657,626713,63816,27850,47736,39404,30238,198613,0.12072850319359409,0.12805885578009174,0.11997523628740851,0.13423879410541925,0.10483592353902166,223503,102.91083341163205,953.640389614457,1553.4635329279697,828.1871831698008,118.59248421721408,221015,198519,404747,625762,28010,47599,38845,28281,198519,63493,2507.1039225424265,946.7796673870149,0.01368278055827536,0.17095858805076874,0.3153468701433159,0.5136945418059155
2017 Q3,2017,3,REPSOL,199395,216899,0.10457704525583485,0.11127188326610184,0.98,410764,627663,64568,27543,47562,39205,32491,199395,0.1271536874956635,0.12386679413402077,0.11157067932067617,0.13475597278059376,0.10457704525583485,217550,89.73068260170075,939.1811445644679,1588.2330820501033,618.144702367272,117.64689496667432,219056,198613,407657,626713,27850,47736,39404,30238,198613,63816,2527.4142266145714,735.7915973339464,0.013342682093978972,0.13527476285454546,0.32132985143629905,0.5433953857091555
2017 Q4,2017,4,REPSOL,200780,214720,0.10264368507703267,0.12580953358128508,0.98,413355,628075,64721,26524,47169,39490,34671,200780,0.12637871580607346,0.12259889520654253,0.11186586624605142,0.1366882139763073,0.10264368507703267,217513,84.895707383007,1177.6811500921783,1193.4757003029704,457.05479672479345,70.0883165603895,216899,199395,410764,627663,27543,47562,39205,32491,199395,64568,2371.1568503951485,527.143113285183,0.012215401842902181,0.10505782479192982,0.4444904309005944,0.4504517443074758
2018 Q1,2018,1,REPSOL,202054,213454,0.1017942908979648,0.11456457764417158,0.984048,415295,628749,64676,25774,46750,39323,36718,202054,0.12809751992912669,0.12157826987386082,0.11657941903144384,0.1387475156778438,0.1017942908979648,217926,90.11209309582152,1083.3040756954197,1201.8210677018806,1459.4241164431965,133.20918109817094,214720,200780,413355,628075,26524,47169,39490,34671,200780,64721,2285.1251433973002,1592.6332975413675,0.014495291948105555,0.26580651977889763,0.34805743211510476,0.3861360481059978
2018 Q2,2018,2,REPSOL,203396,212409,0.10557222385563773,0.11568630915625826,0.987,416886,629295,64324,25183,46436,39118,38429,203396,0.1276280497365307,0.1202958227615852,0.11695169655719699,0.138405990827915,0.10557222385563773,219412,74.5423814558912,975.8275390589394,1147.1782081198842,1598.3048283594333,119.07419375421581,213454,202054,415295,628749,25774,46750,39323,36718,202054,64676,2123.0057471788236,1717.3790221136492,0.014081286890991526,0.29367508586767005,0.32465823686520223,0.38166667726712766
2018 Q3,2018,3,REPSOL,204726,210584,0.10565170131971513,0.1303856917915731,0.989,419084,629668,64419,24724,46761,37851,40603,204726,0.13685302043233344,0.12212170932157689,0.11607186069885018,0.13734441195623423,0.10565170131971513,214880,68.60052122114669,1087.8082650781832,1287.7297840655249,819.2862248696947,115.64087862993297,212409,203396,416886,629295,25183,46436,39118,38429,203396,64324,2375.538049143708,934.9271034996277,0.01342643639893378,0.1670319996824847,0.3814333664820306,0.4515346338354848
2018 Q4,2018,4,REPSOL,204341,210353,0.10926613332387201,0.12851618901721718,0.9892442,418391,628744,63901,24580,46458,36155,42956,204341,0.14344777688428315,0.1303411764803363,0.12351299014636881,0.14113356855897063,0.10926613332387201,214613,53.90826743953068,995.8327221556941,1155.5972238401214,2559.172477902084,197.0102137335576,210584,204726,419084,629668,24724,46761,37851,40603,204726,64419,2151.4299459958156,2756.1826916356417,0.016793176099237347,0.391628309972715,0.28159710116980474,0.3267745888574801
2019 Q1,2019,1,REPSOL,202954,209672,0.11105605112488545,0.11934735844384109,0.9902442,418570,628242,63445,24642,46069,34905,46555,202954,0.13583534850729925,0.12666608373373373,0.1253670071529662,0.1445118506696533,0.11105605112488545,216338,0.0,682.3077221754846,1396.5986188279453,2118.643012323309,166.70018212241956,210353,204341,418391,628744,24580,46458,36155,42956,204341,63901,2078.90634100343,2285.3431944457284,0.015345160071455106,0.3559571092689063,0.21137817952199997,0.4326647112090937
2019 Q2,2019,2,REPSOL,201711,209034,0.11455331902242975,0.10947710455906844,0.99,419452,628486,63267,24247,45887,33540,50800,201711,0.12363050645369325,0.12640009813553565,0.13191463751787652,0.1351349979360583,0.11455331902242975,215096,0.0,315.8406014058839,1023.3235485550638,1373.1777531892735,148.68803696953918,209672,202954,418570,628242,24642,46069,34905,46555,202954,63445,1339.1641499609477,1521.8657901588126,0.010022817192750711,0.36275920988528954,0.15029263917799773,0.4869481509367127
2019 Q3,2019,3,REPSOL,199916,207954,0.11834627213899836,0.10488638909278655,0.9914884,421082,629036,62996,24534,46108,32417,55111,199916,0.12344889170888637,0.12513708619644484,0.1259092538865003,0.13551184530575827,0.11834627213899836,225547,0.0,241.56361201878101,1658.675335961019,1113.7742111400285,194.54168754184272,209034,201711,419452,628486,24247,45887,33540,50800,201711,63267,1900.2389479798,1308.3158986818712,0.012209681080103781,0.25546183608276063,0.09464774330243413,0.6498904206148053
2019 Q4,2019,4,REPSOL,198148,207283,0.12208573365867935,0.10197696626323362,0.9914884,421819,629102,63363,24433,46469,30797,58609,198148,0.12489918251819881,0.12216328979036546,0.12199179538468657,0.12792296615597748,0.12208573365867935,214179,0.0,334.85971080264636,1279.435080003175,1206.8498825748557,157.75182907754728,207954,199916,421082,629036,24534,46108,32417,55111,199916,62996,1614.2947908058213,1364.6017116524029,0.011003452436132042,0.29451692956811315,0.14634121245169834,0.5591418579801886
