date,year,quarter,market,group,tariff,tou,regulated,incumbent,consumer,retailer_type,power,price,smartmeter
2017 Q4,2017,4,ENDESA,ENDESA,2.1A,0,true,1,36321,,,,0.89
2017 Q4,2017,4,ENDESA,ENDESA,2.1DHA,1,true,1,4494,,,,0.89
2018 Q1,2018,1,ENDESA,ENDESA,2.0A,0,false,1,3090822,commercial,4.4,0.12996583333333334,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.0DHA,1,false,1,1262920,commercial,5.5,0.10087919555555554,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.1A,0,false,1,131693,commercial,12.0,0.134383,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.1DHA,1,false,1,57971,commercial,12.5,0.11158660999999999,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.0A,0,true,1,4883437,regulated,4.4,0.116715,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.0DHA,1,true,1,224457,regulated,5.5,0.08830774333333334,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.1A,0,true,1,34734,,,,0.907
2018 Q1,2018,1,ENDESA,ENDESA,2.1DHA,1,true,1,4325,,,,0.907
2018 Q2,2018,2,ENDESA,ENDESA,2.0A,0,false,1,2845547,commercial,4.4,0.1306165,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.0DHA,1,false,1,1520735,commercial,5.5,0.10194424388888888,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1A,0,false,1,125596,commercial,12.0,0.132414,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1DHA,1,false,1,63972,commercial,12.5,0.11042511666666666,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.0A,0,true,1,4819549,regulated,4.4,0.11772366666666667,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.0DHA,1,true,1,241204,regulated,5.5,0.09141818000000002,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1A,0,true,1,33275,,,,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1DHA,1,true,1,4236,,,,0.925333333
2018 Q3,2018,3,ENDESA,ENDESA,2.0A,0,false,1,2627584,commercial,4.4,0.1334952222222222,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0DHA,1,false,1,1743657,commercial,5.5,0.10453562666666666,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1A,0,false,1,121799,commercial,12.0,0.1349445,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1DHA,1,false,1,68332,commercial,12.5,0.11215192,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0A,0,true,1,4758751,regulated,4.4,0.13254200000000002,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0DHA,1,true,1,252924,regulated,5.5,0.10505404,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1A,0,true,1,32521,,,,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1DHA,1,true,1,4208,,,,0.948666667
2018 Q4,2018,4,ENDESA,ENDESA,2.0A,0,false,1,2268986,commercial,4.4,0.14104,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0DHA,1,false,1,2109470,commercial,5.5,0.11450439333333333,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1A,0,false,1,117556,commercial,12.0,0.1472295,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1DHA,1,false,1,74500,commercial,12.5,0.12443692,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0A,0,true,1,4675207,regulated,4.4,0.13087000000000001,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0DHA,1,true,1,279962,regulated,5.5,0.10230249000000001,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1A,0,true,1,31560,,,,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1DHA,1,true,1,4361,,,,0.965333333
2019 Q1,2019,1,ENDESA,ENDESA,2.0A,0,false,1,2005577,commercial,4.4,0.13897688888888887,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0DHA,1,false,1,2401073,commercial,5.5,0.11399434000000001,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1A,0,false,1,113165,commercial,12.0,0.143254,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1DHA,1,false,1,80321,commercial,12.5,0.12303092,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0A,0,true,1,4576464,regulated,4.4,0.12170633333333332,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0DHA,1,true,1,301077,regulated,5.5,0.09403913000000001,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1A,0,true,1,30846,,,,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1DHA,1,true,1,4385,,,,0.975
2019 Q2,2019,2,ENDESA,ENDESA,2.0A,0,false,1,1729586,commercial,4.4,0.13888905,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0DHA,1,false,1,2682156,commercial,5.5,0.11390795799999999,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1A,0,false,1,98733,commercial,12.0,0.14325407499999998,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1DHA,1,false,1,94378,commercial,12.5,0.12303102826666666,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0A,0,true,1,4499086,regulated,4.4,0.11177033333333335,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.0DHA,1,true,1,318423,regulated,5.5,0.0855713,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1A,0,true,1,30150,,,,0.979333333
2019 Q2,2019,2,ENDESA,ENDESA,2.1DHA,1,true,1,4422,,,,0.979333333
2019 Q3,2019,3,ENDESA,ENDESA,2.0A,0,false,1,1658008,commercial,4.4,0.13771639166666666,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0DHA,1,false,1,2758631,commercial,5.5,0.11334634711111109,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1A,0,false,1,95353,commercial,12.0,0.14325407499999998,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1DHA,1,false,1,96941,commercial,12.5,0.12303102826666666,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0A,0,true,1,4436337,regulated,4.4,0.10723266666666666,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.0DHA,1,true,1,335084,regulated,5.5,0.08048871,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1A,0,true,1,29331,,,,0.981666667
2019 Q3,2019,3,ENDESA,ENDESA,2.1DHA,1,true,1,4485,,,,0.981666667
2019 Q4,2019,4,ENDESA,ENDESA,2.0A,0,false,1,1418980,commercial,4.4,0.135413075,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0DHA,1,false,1,2984590,commercial,5.5,0.11226445199999997,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1A,0,false,1,91716,commercial,12.0,0.14325407499999998,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1DHA,1,false,1,98745,commercial,12.5,0.12303102826666666,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0A,0,true,1,4370826,regulated,4.4,0.10447433333333334,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.0DHA,1,true,1,356634,regulated,5.5,0.07677016333333332,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1A,0,true,1,27880,,,,0.986
2019 Q4,2019,4,ENDESA,ENDESA,2.1DHA,1,true,1,4581,,,,0.986
2011 Q1,2011,1,ENDESA,IBERDROLA,2.0A,0,false,0,194479,,,,
2011 Q1,2011,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,5937,,,,
2011 Q1,2011,1,ENDESA,IBERDROLA,2.1A,0,false,0,21863,,,,
2011 Q1,2011,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,4648,,,,
2011 Q2,2011,2,ENDESA,IBERDROLA,2.0A,0,false,0,233873,,,,
2011 Q2,2011,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,7422,,,,
2011 Q2,2011,2,ENDESA,IBERDROLA,2.1A,0,false,0,24669,,,,
2011 Q2,2011,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,5052,,,,
2011 Q3,2011,3,ENDESA,IBERDROLA,2.0A,0,false,0,261657,,,,
2011 Q3,2011,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,8800,,,,
2011 Q3,2011,3,ENDESA,IBERDROLA,2.1A,0,false,0,26401,,,,
2011 Q3,2011,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,5236,,,,
2011 Q4,2011,4,ENDESA,IBERDROLA,2.0A,0,false,0,289752,commercial,4.4,0.149435,
2011 Q4,2011,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,9944,commercial,5.5,0.10406822333333333,
2011 Q4,2011,4,ENDESA,IBERDROLA,2.1A,0,false,0,27433,commercial,12.0,0.169057,
2011 Q4,2011,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,5394,commercial,12.5,0.127411205,
2012 Q1,2012,1,ENDESA,IBERDROLA,2.0A,0,false,0,319775,commercial,4.4,0.14999166666666666,
2012 Q1,2012,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,11445,commercial,5.5,0.10712714333333334,
2012 Q1,2012,1,ENDESA,IBERDROLA,2.1A,0,false,0,28651,commercial,12.0,0.175301,
2012 Q1,2012,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,5562,commercial,12.5,0.12678954,
2012 Q2,2012,2,ENDESA,IBERDROLA,2.0A,0,false,0,351490,commercial,4.4,0.15014633333333335,
2012 Q2,2012,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,12983,commercial,5.5,0.10723198666666667,
2012 Q2,2012,2,ENDESA,IBERDROLA,2.1A,0,false,0,28538,commercial,12.0,0.1784035,
2012 Q2,2012,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,5559,commercial,12.5,0.13356816503333335,
2012 Q3,2012,3,ENDESA,IBERDROLA,2.0A,0,false,0,373451,commercial,4.4,0.15521033333333334,
2012 Q3,2012,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,13970,commercial,5.5,0.11259972,
2012 Q3,2012,3,ENDESA,IBERDROLA,2.1A,0,false,0,28570,commercial,12.0,0.17840350000000002,
2012 Q3,2012,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,5637,commercial,12.5,0.13356816503333335,
2012 Q4,2012,4,ENDESA,IBERDROLA,2.0A,0,false,0,404738,commercial,4.4,0.153216,
2012 Q4,2012,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,14903,commercial,5.5,0.10734587444444445,
2012 Q4,2012,4,ENDESA,IBERDROLA,2.1A,0,false,0,30245,commercial,12.0,0.183965,
2012 Q4,2012,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,5760,commercial,12.5,0.1391736150333333,
2013 Q1,2013,1,ENDESA,IBERDROLA,2.0A,0,false,0,444440,commercial,4.4,0.15887866666666667,
2013 Q1,2013,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,16426,commercial,5.5,0.11174984333333332,
2013 Q1,2013,1,ENDESA,IBERDROLA,2.1A,0,false,0,30893,commercial,12.0,0.18696449999999998,
2013 Q1,2013,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,5744,commercial,12.5,0.1422354250333333,
2013 Q2,2013,2,ENDESA,IBERDROLA,2.0A,0,false,0,474872,commercial,4.4,0.15048733333333333,
2013 Q2,2013,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,17461,commercial,5.5,0.10530529666666666,
2013 Q2,2013,2,ENDESA,IBERDROLA,2.1A,0,false,0,31058,commercial,12.0,0.1869645,
2013 Q2,2013,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,5769,commercial,12.5,0.1422354250333333,
2013 Q3,2013,3,ENDESA,IBERDROLA,2.0A,0,false,0,500063,commercial,4.4,0.13547155555555557,
2013 Q3,2013,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,18716,commercial,5.5,0.09666719166666667,
2013 Q3,2013,3,ENDESA,IBERDROLA,2.1A,0,false,0,31073,commercial,12.0,0.18533166666666667,
2013 Q3,2013,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,5806,commercial,12.5,0.14096500172222218,
2013 Q4,2013,4,ENDESA,IBERDROLA,2.0A,0,false,0,505312,commercial,4.4,0.1354975,
2013 Q4,2013,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,19786,commercial,5.5,0.09721656055555555,
2013 Q4,2013,4,ENDESA,IBERDROLA,2.1A,0,false,0,30906,commercial,12.0,0.1860923333333333,
2013 Q4,2013,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,5854,commercial,12.5,0.14122046006666666,
2014 Q1,2014,1,ENDESA,IBERDROLA,2.0A,0,false,0,516089,commercial,4.4,0.13132600000000003,
2014 Q1,2014,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,21632,commercial,5.5,0.09847863166666666,
2014 Q1,2014,1,ENDESA,IBERDROLA,2.1A,0,false,0,31061,commercial,12.0,0.1869925,
2014 Q1,2014,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,5915,commercial,12.5,0.14170675337777774,
2014 Q2,2014,2,ENDESA,IBERDROLA,2.0A,0,false,0,532324,commercial,4.4,0.12186140000000001,
2014 Q2,2014,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,24038,commercial,5.5,0.08894579138888888,
2014 Q2,2014,2,ENDESA,IBERDROLA,2.1A,0,false,0,31779,commercial,12.0,0.195159,
2014 Q2,2014,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,4857,commercial,12.5,0.14612981506666667,
2014 Q3,2014,3,ENDESA,IBERDROLA,2.0A,0,false,0,538977,commercial,4.4,0.128555,
2014 Q3,2014,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,25825,commercial,5.5,0.09147173999999998,
2014 Q3,2014,3,ENDESA,IBERDROLA,2.1A,0,false,0,32387,commercial,12.0,0.20321899999999996,
2014 Q3,2014,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,4785,commercial,12.5,0.15500332006666667,
2014 Q4,2014,4,ENDESA,IBERDROLA,2.0A,0,false,0,539345,commercial,4.4,0.129218,
2014 Q4,2014,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,27904,commercial,5.5,0.095542884,
2014 Q4,2014,4,ENDESA,IBERDROLA,2.1A,0,false,0,32756,commercial,12.0,0.20321899999999996,
2014 Q4,2014,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,5293,commercial,12.5,0.15500332006666667,
2015 Q1,2015,1,ENDESA,IBERDROLA,2.0A,0,false,0,534885,commercial,4.4,0.1332526,
2015 Q1,2015,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,29683,commercial,5.5,0.10025917200000001,
2015 Q1,2015,1,ENDESA,IBERDROLA,2.1A,0,false,0,32251,commercial,12.0,0.2056215,
2015 Q1,2015,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,5470,commercial,12.5,0.16313815006666668,
2015 Q2,2015,2,ENDESA,IBERDROLA,2.0A,0,false,0,531087,commercial,4.4,0.13160125,
2015 Q2,2015,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,31227,commercial,5.5,0.09841324999999997,
2015 Q2,2015,2,ENDESA,IBERDROLA,2.1A,0,false,0,31998,commercial,12.0,0.1986215,
2015 Q2,2015,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,5739,commercial,12.5,0.14812057006666668,
2015 Q3,2015,3,ENDESA,IBERDROLA,2.0A,0,false,0,537842,commercial,4.4,0.12608020833333333,0.42
2015 Q3,2015,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,34053,commercial,5.5,0.093792695,0.42
2015 Q3,2015,3,ENDESA,IBERDROLA,2.1A,0,false,0,31773,commercial,12.0,0.1986215,0.42
2015 Q3,2015,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,5210,commercial,12.5,0.14812057006666668,0.42
2015 Q4,2015,4,ENDESA,IBERDROLA,2.0A,0,false,0,544686,commercial,4.4,0.12749133333333335,0.47
2015 Q4,2015,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,38404,commercial,5.5,0.09574830166666666,0.47
2015 Q4,2015,4,ENDESA,IBERDROLA,2.1A,0,false,0,32196,commercial,12.0,0.1986215,0.47
2015 Q4,2015,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,5607,commercial,12.5,0.14812057006666668,0.47
2016 Q1,2016,1,ENDESA,IBERDROLA,2.0A,0,false,0,548672,commercial,4.4,0.1262834,0.526666667
2016 Q1,2016,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,44566,commercial,5.5,0.09525347333333334,0.526666667
2016 Q1,2016,1,ENDESA,IBERDROLA,2.1A,0,false,0,32813,commercial,12.0,0.197129,0.526666667
2016 Q1,2016,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,5876,commercial,12.5,0.14744090506666666,0.526666667
2016 Q2,2016,2,ENDESA,IBERDROLA,2.0A,0,false,0,545274,commercial,4.4,0.12480548888888887,0.58
2016 Q2,2016,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,48771,commercial,5.5,0.09525347333333334,0.58
2016 Q2,2016,2,ENDESA,IBERDROLA,2.1A,0,false,0,32523,commercial,12.0,0.197129,0.58
2016 Q2,2016,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,6204,commercial,12.5,0.14744090506666666,0.58
2016 Q3,2016,3,ENDESA,IBERDROLA,2.0A,0,false,0,537321,commercial,4.4,0.1262834,0.63
2016 Q3,2016,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,50611,commercial,5.5,0.09525347333333334,0.63
2016 Q3,2016,3,ENDESA,IBERDROLA,2.1A,0,false,0,32440,commercial,12.0,0.197129,0.63
2016 Q3,2016,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,6290,commercial,12.5,0.14744090506666666,0.63
2016 Q4,2016,4,ENDESA,IBERDROLA,2.0A,0,false,0,521891,commercial,4.4,0.1273312,0.706666667
2016 Q4,2016,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,55599,commercial,5.5,0.09525347333333334,0.706666667
2016 Q4,2016,4,ENDESA,IBERDROLA,2.1A,0,false,0,31962,commercial,12.0,0.18214944444444445,0.706666667
2016 Q4,2016,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,6530,commercial,12.5,0.13393990337777775,0.706666667
2017 Q1,2017,1,ENDESA,IBERDROLA,2.0A,0,false,0,505759,commercial,4.4,0.125789,0.763333333
2017 Q1,2017,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,65890,commercial,5.5,0.09525347333333334,0.763333333
2017 Q1,2017,1,ENDESA,IBERDROLA,2.1A,0,false,0,31676,commercial,12.0,0.17465966666666666,0.763333333
2017 Q1,2017,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,6794,commercial,12.5,0.13393990337777775,0.763333333
2017 Q2,2017,2,ENDESA,IBERDROLA,2.0A,0,false,0,494272,commercial,4.4,0.12464058333333333,0.806666667
2017 Q2,2017,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,75693,commercial,5.5,0.09291902,0.806666667
2017 Q2,2017,2,ENDESA,IBERDROLA,2.1A,0,false,0,30987,commercial,12.0,0.1683715,0.806666667
2017 Q2,2017,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,7148,commercial,12.5,0.13393990337777775,0.806666667
2017 Q3,2017,3,ENDESA,IBERDROLA,2.0A,0,false,0,485518,commercial,4.4,0.117988,0.853333333
2017 Q3,2017,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,84078,commercial,5.5,0.08777460999999999,0.853333333
2017 Q3,2017,3,ENDESA,IBERDROLA,2.1A,0,false,0,30631,commercial,12.0,0.129721,0.853333333
2017 Q3,2017,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,7544,commercial,12.5,0.10693789999999999,0.853333333
2017 Q4,2017,4,ENDESA,IBERDROLA,2.0A,0,false,0,477448,commercial,4.4,0.118988,0.89
2017 Q4,2017,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,96037,commercial,5.5,0.08877460999999999,0.89
2017 Q4,2017,4,ENDESA,IBERDROLA,2.1A,0,false,0,30265,commercial,12.0,0.129721,0.89
2017 Q4,2017,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,8104,commercial,12.5,0.10693789999999999,0.89
2018 Q1,2018,1,ENDESA,IBERDROLA,2.0A,0,false,0,463822,commercial,4.4,0.123988,0.907
2018 Q1,2018,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,109452,commercial,5.5,0.09576513999999998,0.907
2018 Q1,2018,1,ENDESA,IBERDROLA,2.1A,0,false,0,29712,commercial,12.0,0.131941,0.907
2018 Q1,2018,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,8585,commercial,12.5,0.10931072999999998,0.907
2018 Q2,2018,2,ENDESA,IBERDROLA,2.0A,0,false,0,447050,commercial,4.4,0.12498799999999999,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,123789,commercial,5.5,0.09726514000000001,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.1A,0,false,0,29350,commercial,12.0,0.133201,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,9271,commercial,12.5,0.11097739666666666,0.925333333
2018 Q3,2018,3,ENDESA,IBERDROLA,2.0A,0,false,0,433589,commercial,4.4,0.12122132648333334,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,138300,commercial,5.5,0.10336180666666667,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.1A,0,false,0,29252,commercial,12.0,0.13881766666666667,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,10196,commercial,12.5,0.11740739666666666,0.948666667
2018 Q4,2018,4,ENDESA,IBERDROLA,2.0A,0,false,0,420022,commercial,4.4,0.12906950000000003,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,153843,commercial,5.5,0.11155514000000001,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.1A,0,false,0,29129,commercial,12.0,0.147011,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,11490,commercial,12.5,0.12560073,0.965333333
2019 Q1,2019,1,ENDESA,IBERDROLA,2.0A,0,false,0,401978,commercial,4.4,0.13247504999999998,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.0DHA,1,false,0,171039,commercial,5.5,0.11255514000000001,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.1A,0,false,0,28115,commercial,12.0,0.148011,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,12871,commercial,12.5,0.12660073,0.975
2019 Q2,2019,2,ENDESA,IBERDROLA,2.0A,0,false,0,387157,commercial,4.4,0.140462325,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.0DHA,1,false,0,183578,commercial,5.5,0.11801058600000001,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.1A,0,false,0,26839,commercial,12.0,0.15141780000000002,0.979333333
2019 Q2,2019,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,13963,commercial,12.5,0.14394815106666667,0.979333333
2019 Q3,2019,3,ENDESA,IBERDROLA,2.0A,0,false,0,372588,commercial,4.4,0.134721075,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.0DHA,1,false,0,196412,commercial,5.5,0.112774386,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.1A,0,false,0,25827,commercial,12.0,0.1454178,0.981666667
2019 Q3,2019,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,14493,commercial,12.5,0.13765354804444443,0.981666667
2019 Q4,2019,4,ENDESA,IBERDROLA,2.0A,0,false,0,356413,commercial,4.4,0.131334825,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.0DHA,1,false,0,214605,commercial,5.5,0.109774386,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.1A,0,false,0,24460,commercial,12.0,0.1424178,0.986
2019 Q4,2019,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,15021,commercial,12.5,0.131653548,0.986
2011 Q1,2011,1,ENDESA,NATURGY,2.0A,0,false,0,139511,,,,
2011 Q1,2011,1,ENDESA,NATURGY,2.0DHA,1,false,0,3122,,,,
2011 Q1,2011,1,ENDESA,NATURGY,2.1A,0,false,0,19950,,,,
2011 Q1,2011,1,ENDESA,NATURGY,2.1DHA,1,false,0,4769,,,,
2011 Q2,2011,2,ENDESA,NATURGY,2.0A,0,false,0,170055,,,,
2011 Q2,2011,2,ENDESA,NATURGY,2.0DHA,1,false,0,3670,,,,
2011 Q2,2011,2,ENDESA,NATURGY,2.1A,0,false,0,21869,,,,
2011 Q2,2011,2,ENDESA,NATURGY,2.1DHA,1,false,0,5129,,,,
2011 Q3,2011,3,ENDESA,NATURGY,2.0A,0,false,0,190952,,,,
2011 Q3,2011,3,ENDESA,NATURGY,2.0DHA,1,false,0,4124,,,,
2011 Q3,2011,3,ENDESA,NATURGY,2.1A,0,false,0,23554,,,,
2011 Q3,2011,3,ENDESA,NATURGY,2.1DHA,1,false,0,5421,,,,
2011 Q4,2011,4,ENDESA,NATURGY,2.0A,0,false,0,234222,commercial,4.4,0.142319,
2011 Q4,2011,4,ENDESA,NATURGY,2.0DHA,1,false,0,4963,commercial,5.5,0.09977267000000001,
2011 Q4,2011,4,ENDESA,NATURGY,2.1A,0,false,0,26243,,,,
2011 Q4,2011,4,ENDESA,NATURGY,2.1DHA,1,false,0,6019,,,,
2012 Q1,2012,1,ENDESA,NATURGY,2.0A,0,false,0,277553,commercial,4.4,0.142349,
2012 Q1,2012,1,ENDESA,NATURGY,2.0DHA,1,false,0,6742,commercial,5.5,0.09980267,
2012 Q1,2012,1,ENDESA,NATURGY,2.1A,0,false,0,29535,,,,
2012 Q1,2012,1,ENDESA,NATURGY,2.1DHA,1,false,0,6594,,,,
2012 Q2,2012,2,ENDESA,NATURGY,2.0A,0,false,0,320338,commercial,4.4,0.14216133333333333,
2012 Q2,2012,2,ENDESA,NATURGY,2.0DHA,1,false,0,8816,commercial,5.5,0.09760020666666668,
2012 Q2,2012,2,ENDESA,NATURGY,2.1A,0,false,0,32072,,,,
2012 Q2,2012,2,ENDESA,NATURGY,2.1DHA,1,false,0,7290,,,,
2012 Q3,2012,3,ENDESA,NATURGY,2.0A,0,false,0,328138,commercial,4.4,0.149198,
2012 Q3,2012,3,ENDESA,NATURGY,2.0DHA,1,false,0,9270,commercial,5.5,0.10519634000000001,
2012 Q3,2012,3,ENDESA,NATURGY,2.1A,0,false,0,32837,,,,
2012 Q3,2012,3,ENDESA,NATURGY,2.1DHA,1,false,0,7720,,,,
2012 Q4,2012,4,ENDESA,NATURGY,2.0A,0,false,0,348129,commercial,4.4,0.14557799999999999,
2012 Q4,2012,4,ENDESA,NATURGY,2.0DHA,1,false,0,9753,commercial,5.5,0.09846144000000001,
2012 Q4,2012,4,ENDESA,NATURGY,2.1A,0,false,0,31991,,,,
2012 Q4,2012,4,ENDESA,NATURGY,2.1DHA,1,false,0,7710,,,,
2013 Q1,2013,1,ENDESA,NATURGY,2.0A,0,false,0,355541,commercial,4.4,0.15093800000000002,
2013 Q1,2013,1,ENDESA,NATURGY,2.0DHA,1,false,0,9835,commercial,5.5,0.10319114,
2013 Q1,2013,1,ENDESA,NATURGY,2.1A,0,false,0,30436,,,,
2013 Q1,2013,1,ENDESA,NATURGY,2.1DHA,1,false,0,7389,,,,
