date,year,quarter,market,group,tariff,tou,regulated,incumbent,consumer,smartmeter
2018 Q4,2018,4,REPSOL,IBERDROLA,2.0A,0,false,0,28109,0.9892442
2018 Q4,2018,4,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,15916,0.9892442
2018 Q4,2018,4,REPSOL,IBERDROLA,2.1A,0,false,0,1357,0.9892442
2018 Q4,2018,4,REPSOL,IBERDROLA,2.1DHA,1,false,0,1076,0.9892442
2018 Q4,2018,4,EDP,OTHERS,2.1DHA,1,false,0,862,0.979333333
2018 Q4,2018,4,EDP,ENDESA,2.0A,0,false,0,3711,0.979333333
2018 Q4,2018,4,EDP,ENDESA,2.0NA-DHA,1,false,0,5324,0.979333333
2018 Q4,2018,4,EDP,ENDESA,2.1A,0,false,0,340,0.979333333
2018 Q4,2018,4,EDP,ENDESA,2.1DHA,1,false,0,354,0.979333333
2018 Q4,2018,4,EDP,EDP,2.0A,0,false,1,322094,0.979333333
2018 Q4,2018,4,EDP,EDP,2.0NA-DHA,1,false,1,42340,0.979333333
2018 Q4,2018,4,EDP,EDP,2.1A,0,false,1,10856,0.979333333
2018 Q4,2018,4,EDP,EDP,2.1DHA,1,false,1,1657,0.979333333
2018 Q4,2018,4,EDP,OTHERS,2.0A,0,false,0,7184,0.979333333
2018 Q4,2018,4,EDP,OTHERS,2.0NA-DHA,1,false,0,6319,0.979333333
2018 Q4,2018,4,EDP,OTHERS,2.1A,0,false,0,1759,0.979333333
2018 Q4,2018,4,EDP,NATURGY,2.0A,0,false,0,15926,0.979333333
2018 Q4,2018,4,EDP,NATURGY,2.1A,0,false,0,921,0.979333333
2018 Q4,2018,4,EDP,NATURGY,2.0NA-DHA,1,false,0,4246,0.979333333
2018 Q4,2018,4,EDP,NATURGY,2.1DHA,1,false,0,265,0.979333333
2018 Q4,2018,4,EDP,REPSOL,2.0A,0,false,0,1163,0.979333333
2018 Q4,2018,4,EDP,REPSOL,2.0NA-DHA,1,false,0,6154,0.979333333
2018 Q4,2018,4,EDP,REPSOL,2.1A,0,false,0,118,0.979333333
2018 Q4,2018,4,EDP,REPSOL,2.1DHA,1,false,0,83,0.979333333
2018 Q4,2018,4,EDP,EDP,2.0A,0,true,1,171047,0.979333333
2018 Q4,2018,4,EDP,EDP,2.0NA-DHA,1,true,1,16956,0.979333333
2018 Q4,2018,4,EDP,EDP,2.1A,0,true,1,290,0.979333333
2018 Q4,2018,4,EDP,EDP,2.1DHA,1,true,1,43,0.979333333
2018 Q4,2018,4,EDP,IBERDROLA,2.0A,0,false,0,16606,0.979333333
2018 Q4,2018,4,EDP,IBERDROLA,2.0NA-DHA,1,false,0,5366,0.979333333
2018 Q4,2018,4,EDP,IBERDROLA,2.1A,0,false,0,1457,0.979333333
2018 Q4,2018,4,EDP,IBERDROLA,2.1DHA,1,false,0,626,0.979333333
2018 Q4,2018,4,ENDESA,OTHERS,2.0A,0,false,0,322808,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0A,0,false,1,2268986,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0NA-DHA,1,false,1,2109470,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1A,0,false,1,117556,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1DHA,1,false,1,74500,0.965333333
2018 Q4,2018,4,ENDESA,EDP,2.0A,0,false,0,61234,0.965333333
2018 Q4,2018,4,ENDESA,EDP,2.0NA-DHA,1,false,0,31388,0.965333333
2018 Q4,2018,4,ENDESA,EDP,2.1A,0,false,0,771,0.965333333
2018 Q4,2018,4,ENDESA,EDP,2.1DHA,1,false,0,263,0.965333333
2018 Q4,2018,4,ENDESA,OTHERS,2.0NA-DHA,1,false,0,233431,0.965333333
2018 Q4,2018,4,ENDESA,OTHERS,2.1A,0,false,0,36746,0.965333333
2018 Q4,2018,4,ENDESA,OTHERS,2.1DHA,1,false,0,19807,0.965333333
2018 Q4,2018,4,ENDESA,NATURGY,2.0A,0,false,0,527973,0.965333333
2018 Q4,2018,4,ENDESA,NATURGY,2.0NA-DHA,1,false,0,86174,0.965333333
2018 Q4,2018,4,ENDESA,NATURGY,2.1A,0,false,0,28823,0.965333333
2018 Q4,2018,4,ENDESA,NATURGY,2.1DHA,1,false,0,8076,0.965333333
2018 Q4,2018,4,ENDESA,REPSOL,2.0A,0,false,0,25105,0.965333333
2018 Q4,2018,4,ENDESA,REPSOL,2.0NA-DHA,1,false,0,75623,0.965333333
2018 Q4,2018,4,ENDESA,REPSOL,2.1A,0,false,0,1337,0.965333333
2018 Q4,2018,4,ENDESA,REPSOL,2.1DHA,1,false,0,1547,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0A,0,true,1,4675207,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.0NA-DHA,1,true,1,279962,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1A,0,true,1,31560,0.965333333
2018 Q4,2018,4,ENDESA,ENDESA,2.1DHA,1,true,1,4361,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.0A,0,false,0,420022,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,153843,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.1A,0,false,0,29129,0.965333333
2018 Q4,2018,4,ENDESA,IBERDROLA,2.1DHA,1,false,0,11490,0.965333333
2019 Q1,2019,1,IBERDROLA,OTHERS,2.0A,0,false,0,257016,0.997
2019 Q1,2019,1,IBERDROLA,OTHERS,2.1A,0,false,0,31799,0.997
2019 Q1,2019,1,IBERDROLA,ENDESA,2.0NA-DHA,1,false,0,198559,0.997
2019 Q1,2019,1,IBERDROLA,ENDESA,2.0A,0,false,0,145324,0.997
2019 Q1,2019,1,IBERDROLA,ENDESA,2.1A,0,false,0,8781,0.997
2019 Q1,2019,1,IBERDROLA,ENDESA,2.1DHA,1,false,0,9000,0.997
2019 Q1,2019,1,IBERDROLA,EDP,2.0A,0,false,0,223577,0.997
2019 Q1,2019,1,IBERDROLA,EDP,2.0NA-DHA,1,false,0,77392,0.997
2019 Q1,2019,1,IBERDROLA,EDP,2.1A,0,false,0,1746,0.997
2019 Q1,2019,1,IBERDROLA,EDP,2.1DHA,1,false,0,662,0.997
2019 Q1,2019,1,IBERDROLA,OTHERS,2.0NA-DHA,1,false,0,226495,0.997
2019 Q1,2019,1,IBERDROLA,OTHERS,2.1DHA,1,false,0,20894,0.997
2019 Q1,2019,1,IBERDROLA,NATURGY,2.0A,0,false,0,375324,0.997
2019 Q1,2019,1,IBERDROLA,NATURGY,2.1DHA,1,false,0,5601,0.997
2019 Q1,2019,1,IBERDROLA,NATURGY,2.0NA-DHA,1,false,0,134110,0.997
2019 Q1,2019,1,IBERDROLA,NATURGY,2.1A,0,false,0,20439,0.997
2019 Q1,2019,1,IBERDROLA,REPSOL,2.0NA-DHA,1,false,0,83053,0.997
2019 Q1,2019,1,IBERDROLA,REPSOL,2.0A,0,false,0,21150,0.997
2019 Q1,2019,1,IBERDROLA,REPSOL,2.1A,0,false,0,1899,0.997
2019 Q1,2019,1,IBERDROLA,REPSOL,2.1DHA,1,false,0,2634,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.0A,0,true,1,3197534,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.0NA-DHA,1,true,1,199091,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.1A,0,true,1,369,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.1DHA,1,true,1,150,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.0A,0,false,1,3746515,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.0NA-DHA,1,false,1,1456307,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.1A,0,false,1,124702,0.997
2019 Q1,2019,1,IBERDROLA,IBERDROLA,2.1DHA,1,false,1,62762,0.997
2019 Q1,2019,1,NATURGY,OTHERS,2.0A,0,false,0,59206,0.982
2019 Q1,2019,1,NATURGY,OTHERS,2.1A,0,false,0,7165,0.982
2019 Q1,2019,1,NATURGY,OTHERS,2.0NA-DHA,1,false,0,68644,0.982
2019 Q1,2019,1,NATURGY,OTHERS,2.1DHA,1,false,0,6630,0.982
2019 Q1,2019,1,NATURGY,ENDESA,2.0A,0,false,0,59748,0.982
2019 Q1,2019,1,NATURGY,ENDESA,2.0NA-DHA,1,false,0,65316,0.982
2019 Q1,2019,1,NATURGY,ENDESA,2.1A,0,false,0,3694,0.982
2019 Q1,2019,1,NATURGY,ENDESA,2.1DHA,1,false,0,3285,0.982
2019 Q1,2019,1,NATURGY,EDP,2.0A,0,false,0,38301,0.982
2019 Q1,2019,1,NATURGY,EDP,2.0NA-DHA,1,false,0,24291,0.982
2019 Q1,2019,1,NATURGY,EDP,2.1A,0,false,0,420,0.982
2019 Q1,2019,1,NATURGY,EDP,2.1DHA,1,false,0,198,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.0A,0,false,1,576405,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.0NA-DHA,1,false,1,224631,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.1A,0,false,1,36848,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.1DHA,1,false,1,14371,0.982
2019 Q1,2019,1,NATURGY,REPSOL,2.0A,0,false,0,7782,0.982
2019 Q1,2019,1,NATURGY,REPSOL,2.0NA-DHA,1,false,0,31168,0.982
2019 Q1,2019,1,NATURGY,REPSOL,2.1A,0,false,0,506,0.982
2019 Q1,2019,1,NATURGY,REPSOL,2.1DHA,1,false,0,981,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.0A,0,true,1,1886589,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.0NA-DHA,1,true,1,230989,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.1A,0,true,1,1742,0.982
2019 Q1,2019,1,NATURGY,NATURGY,2.1DHA,1,true,1,429,0.982
2019 Q1,2019,1,NATURGY,IBERDROLA,2.0A,0,false,0,163156,0.982
2019 Q1,2019,1,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,86004,0.982
2019 Q1,2019,1,NATURGY,IBERDROLA,2.1A,0,false,0,9015,0.982
2019 Q1,2019,1,NATURGY,IBERDROLA,2.1DHA,1,false,0,6631,0.982
2019 Q1,2019,1,REPSOL,ENDESA,2.0A,0,false,0,11649,0.9902442
2019 Q1,2019,1,REPSOL,ENDESA,2.0NA-DHA,1,false,0,11997,0.9902442
2019 Q1,2019,1,REPSOL,ENDESA,2.1A,0,false,0,605,0.9902442
2019 Q1,2019,1,REPSOL,ENDESA,2.1DHA,1,false,0,391,0.9902442
2019 Q1,2019,1,REPSOL,EDP,2.0A,0,false,0,49539,0.9902442
2019 Q1,2019,1,REPSOL,EDP,2.0NA-DHA,1,false,0,13113,0.9902442
2019 Q1,2019,1,REPSOL,EDP,2.1A,0,false,0,441,0.9902442
2019 Q1,2019,1,REPSOL,EDP,2.1DHA,1,false,0,352,0.9902442
2019 Q1,2019,1,REPSOL,OTHERS,2.0A,0,false,0,24101,0.9902442
2019 Q1,2019,1,REPSOL,OTHERS,2.0NA-DHA,1,false,0,18536,0.9902442
2019 Q1,2019,1,REPSOL,OTHERS,2.1A,0,false,0,1921,0.9902442
2019 Q1,2019,1,REPSOL,OTHERS,2.1DHA,1,false,0,1997,0.9902442
2019 Q1,2019,1,REPSOL,NATURGY,2.0A,0,false,0,23963,0.9902442
2019 Q1,2019,1,REPSOL,NATURGY,2.0NA-DHA,1,false,0,9371,0.9902442
2019 Q1,2019,1,REPSOL,NATURGY,2.1A,0,false,0,997,0.9902442
2019 Q1,2019,1,REPSOL,NATURGY,2.1DHA,1,false,0,574,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.0A,0,false,1,106897,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.0NA-DHA,1,false,1,90354,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.1A,0,false,1,3236,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.1DHA,1,false,1,2467,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.0A,0,true,1,191364,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.0NA-DHA,1,true,1,17837,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.1A,0,true,1,325,0.9902442
2019 Q1,2019,1,REPSOL,REPSOL,2.1DHA,1,true,1,146,0.9902442
2019 Q1,2019,1,REPSOL,IBERDROLA,2.0A,0,false,0,26531,0.9902442
2019 Q1,2019,1,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,17135,0.9902442
2019 Q1,2019,1,REPSOL,IBERDROLA,2.1A,0,false,0,1307,0.9902442
2019 Q1,2019,1,REPSOL,IBERDROLA,2.1DHA,1,false,0,1096,0.9902442
2019 Q1,2019,1,EDP,OTHERS,2.0A,0,false,0,7462,0.983666667
2019 Q1,2019,1,EDP,OTHERS,2.1A,0,false,0,1781,0.983666667
2019 Q1,2019,1,EDP,OTHERS,2.1DHA,1,false,0,1040,0.983666667
2019 Q1,2019,1,EDP,ENDESA,2.0A,0,false,0,3224,0.983666667
2019 Q1,2019,1,EDP,ENDESA,2.0NA-DHA,1,false,0,5732,0.983666667
2019 Q1,2019,1,EDP,ENDESA,2.1A,0,false,0,342,0.983666667
2019 Q1,2019,1,EDP,ENDESA,2.1DHA,1,false,0,367,0.983666667
2019 Q1,2019,1,EDP,EDP,2.0A,0,false,1,297992,0.983666667
2019 Q1,2019,1,EDP,EDP,2.0NA-DHA,1,false,1,62470,0.983666667
2019 Q1,2019,1,EDP,EDP,2.1A,0,false,1,10584,0.983666667
2019 Q1,2019,1,EDP,EDP,2.1DHA,1,false,1,1676,0.983666667
2019 Q1,2019,1,EDP,OTHERS,2.0NA-DHA,1,false,0,7818,0.983666667
2019 Q1,2019,1,EDP,NATURGY,2.0A,0,false,0,12899,0.983666667
2019 Q1,2019,1,EDP,NATURGY,2.1A,0,false,0,797,0.983666667
2019 Q1,2019,1,EDP,NATURGY,2.0NA-DHA,1,false,0,6605,0.983666667
2019 Q1,2019,1,EDP,NATURGY,2.1DHA,1,false,0,234,0.983666667
2019 Q1,2019,1,EDP,REPSOL,2.0A,0,false,0,1205,0.983666667
2019 Q1,2019,1,EDP,REPSOL,2.0NA-DHA,1,false,0,6787,0.983666667
2019 Q1,2019,1,EDP,REPSOL,2.1DHA,1,false,0,96,0.983666667
2019 Q1,2019,1,EDP,REPSOL,2.1A,0,false,0,131,0.983666667
2019 Q1,2019,1,EDP,EDP,2.0A,0,true,1,172296,0.983666667
2019 Q1,2019,1,EDP,EDP,2.0NA-DHA,1,true,1,17786,0.983666667
2019 Q1,2019,1,EDP,EDP,2.1A,0,true,1,272,0.983666667
2019 Q1,2019,1,EDP,EDP,2.1DHA,1,true,1,43,0.983666667
2019 Q1,2019,1,EDP,IBERDROLA,2.0A,0,false,0,15984,0.983666667
2019 Q1,2019,1,EDP,IBERDROLA,2.0NA-DHA,1,false,0,5942,0.983666667
2019 Q1,2019,1,EDP,IBERDROLA,2.1A,0,false,0,1423,0.983666667
2019 Q1,2019,1,EDP,IBERDROLA,2.1DHA,1,false,0,697,0.983666667
2019 Q1,2019,1,ENDESA,OTHERS,2.1DHA,1,false,0,22909,0.975
2019 Q1,2019,1,ENDESA,OTHERS,2.0A,0,false,0,329431,0.975
2019 Q1,2019,1,ENDESA,OTHERS,2.1A,0,false,0,37177,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0A,0,false,1,2005577,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0NA-DHA,1,false,1,2401073,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1A,0,false,1,113165,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1DHA,1,false,1,80321,0.975
2019 Q1,2019,1,ENDESA,EDP,2.0A,0,false,0,55276,0.975
2019 Q1,2019,1,ENDESA,EDP,2.0NA-DHA,1,false,0,39906,0.975
2019 Q1,2019,1,ENDESA,EDP,2.1A,0,false,0,734,0.975
2019 Q1,2019,1,ENDESA,EDP,2.1DHA,1,false,0,293,0.975
2019 Q1,2019,1,ENDESA,OTHERS,2.0NA-DHA,1,false,0,284986,0.975
2019 Q1,2019,1,ENDESA,NATURGY,2.0A,0,false,0,464078,0.975
2019 Q1,2019,1,ENDESA,NATURGY,2.0NA-DHA,1,false,0,128276,0.975
2019 Q1,2019,1,ENDESA,NATURGY,2.1A,0,false,0,26141,0.975
2019 Q1,2019,1,ENDESA,NATURGY,2.1DHA,1,false,0,7089,0.975
2019 Q1,2019,1,ENDESA,REPSOL,2.0A,0,false,0,25558,0.975
2019 Q1,2019,1,ENDESA,REPSOL,2.0NA-DHA,1,false,0,84857,0.975
2019 Q1,2019,1,ENDESA,REPSOL,2.1A,0,false,0,1455,0.975
2019 Q1,2019,1,ENDESA,REPSOL,2.1DHA,1,false,0,2059,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0A,0,true,1,4576464,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.0NA-DHA,1,true,1,301077,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1A,0,true,1,30846,0.975
2019 Q1,2019,1,ENDESA,ENDESA,2.1DHA,1,true,1,4385,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.0A,0,false,0,401978,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,171039,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.1A,0,false,0,28115,0.975
2019 Q1,2019,1,ENDESA,IBERDROLA,2.1DHA,1,false,0,12871,0.975
2019 Q2,2019,2,IBERDROLA,OTHERS,2.0A,0,false,0,259915,0.997
2019 Q2,2019,2,IBERDROLA,OTHERS,2.0NA-DHA,1,false,0,261181,0.997
2019 Q2,2019,2,IBERDROLA,OTHERS,2.1DHA,1,false,0,23424,0.997
2019 Q2,2019,2,IBERDROLA,OTHERS,2.1A,0,false,0,32313,0.997
2019 Q2,2019,2,IBERDROLA,ENDESA,2.0NA-DHA,1,false,0,209035,0.997
2019 Q2,2019,2,IBERDROLA,ENDESA,2.0A,0,false,0,136042,0.997
2019 Q2,2019,2,IBERDROLA,ENDESA,2.1A,0,false,0,8765,0.997
2019 Q2,2019,2,IBERDROLA,ENDESA,2.1DHA,1,false,0,9336,0.997
2019 Q2,2019,2,IBERDROLA,EDP,2.0A,0,false,0,202582,0.997
2019 Q2,2019,2,IBERDROLA,EDP,2.0NA-DHA,1,false,0,96643,0.997
2019 Q2,2019,2,IBERDROLA,EDP,2.1A,0,false,0,1615,0.997
2019 Q2,2019,2,IBERDROLA,EDP,2.1DHA,1,false,0,702,0.997
2019 Q2,2019,2,IBERDROLA,NATURGY,2.0A,0,false,0,288933,0.997
2019 Q2,2019,2,IBERDROLA,NATURGY,2.1DHA,1,false,0,5131,0.997
2019 Q2,2019,2,IBERDROLA,NATURGY,2.0NA-DHA,1,false,0,204963,0.997
2019 Q2,2019,2,IBERDROLA,NATURGY,2.1A,0,false,0,17926,0.997
2019 Q2,2019,2,IBERDROLA,REPSOL,2.0NA-DHA,1,false,0,97643,0.997
2019 Q2,2019,2,IBERDROLA,REPSOL,2.0A,0,false,0,23570,0.997
2019 Q2,2019,2,IBERDROLA,REPSOL,2.1A,0,false,0,2095,0.997
2019 Q2,2019,2,IBERDROLA,REPSOL,2.1DHA,1,false,0,3423,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.0A,0,true,1,3166096,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.0NA-DHA,1,true,1,211820,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.1A,0,true,1,408,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.1DHA,1,true,1,146,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.0A,0,false,1,3636311,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.0NA-DHA,1,false,1,1559966,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.1A,0,false,1,119783,0.997
2019 Q2,2019,2,IBERDROLA,IBERDROLA,2.1DHA,1,false,1,64298,0.997
2019 Q2,2019,2,NATURGY,OTHERS,2.0A,0,false,0,61107,0.983666667
2019 Q2,2019,2,NATURGY,OTHERS,2.1A,0,false,0,7127,0.983666667
2019 Q2,2019,2,NATURGY,OTHERS,2.0NA-DHA,1,false,0,80222,0.983666667
2019 Q2,2019,2,NATURGY,OTHERS,2.1DHA,1,false,0,7388,0.983666667
2019 Q2,2019,2,NATURGY,ENDESA,2.0A,0,false,0,56995,0.983666667
2019 Q2,2019,2,NATURGY,ENDESA,2.0NA-DHA,1,false,0,68292,0.983666667
2019 Q2,2019,2,NATURGY,ENDESA,2.1A,0,false,0,3667,0.983666667
2019 Q2,2019,2,NATURGY,ENDESA,2.1DHA,1,false,0,3297,0.983666667
2019 Q2,2019,2,NATURGY,EDP,2.0A,0,false,0,33597,0.983666667
2019 Q2,2019,2,NATURGY,EDP,2.0NA-DHA,1,false,0,27841,0.983666667
2019 Q2,2019,2,NATURGY,EDP,2.1A,0,false,0,355,0.983666667
2019 Q2,2019,2,NATURGY,EDP,2.1DHA,1,false,0,143,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.0A,0,false,1,459923,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.0NA-DHA,1,false,1,336639,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.1A,0,false,1,35446,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.1DHA,1,false,1,13834,0.983666667
2019 Q2,2019,2,NATURGY,REPSOL,2.0A,0,false,0,8539,0.983666667
2019 Q2,2019,2,NATURGY,REPSOL,2.0NA-DHA,1,false,0,37620,0.983666667
2019 Q2,2019,2,NATURGY,REPSOL,2.1A,0,false,0,570,0.983666667
2019 Q2,2019,2,NATURGY,REPSOL,2.1DHA,1,false,0,1216,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.0A,0,true,1,1873756,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.0NA-DHA,1,true,1,231586,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.1A,0,true,1,1669,0.983666667
2019 Q2,2019,2,NATURGY,NATURGY,2.1DHA,1,true,1,328,0.983666667
2019 Q2,2019,2,NATURGY,IBERDROLA,2.0A,0,false,0,157337,0.983666667
2019 Q2,2019,2,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,91757,0.983666667
2019 Q2,2019,2,NATURGY,IBERDROLA,2.1DHA,1,false,0,7317,0.983666667
2019 Q2,2019,2,NATURGY,IBERDROLA,2.1A,0,false,0,8573,0.983666667
2019 Q2,2019,2,REPSOL,ENDESA,2.0A,0,false,0,11274,0.99
2019 Q2,2019,2,REPSOL,ENDESA,2.0NA-DHA,1,false,0,11966,0.99
2019 Q2,2019,2,REPSOL,ENDESA,2.1A,0,false,0,597,0.99
2019 Q2,2019,2,REPSOL,ENDESA,2.1DHA,1,false,0,410,0.99
2019 Q2,2019,2,REPSOL,EDP,2.0A,0,false,0,46239,0.99
2019 Q2,2019,2,REPSOL,EDP,2.0NA-DHA,1,false,0,16216,0.99
2019 Q2,2019,2,REPSOL,EDP,2.1A,0,false,0,461,0.99
2019 Q2,2019,2,REPSOL,EDP,2.1DHA,1,false,0,351,0.99
2019 Q2,2019,2,REPSOL,OTHERS,2.0A,0,false,0,25194,0.99
2019 Q2,2019,2,REPSOL,OTHERS,2.0NA-DHA,1,false,0,21527,0.99
2019 Q2,2019,2,REPSOL,OTHERS,2.1A,0,false,0,1980,0.99
2019 Q2,2019,2,REPSOL,OTHERS,2.1DHA,1,false,0,2099,0.99
2019 Q2,2019,2,REPSOL,NATURGY,2.0A,0,false,0,20054,0.99
2019 Q2,2019,2,REPSOL,NATURGY,2.0NA-DHA,1,false,0,12069,0.99
2019 Q2,2019,2,REPSOL,NATURGY,2.1A,0,false,0,913,0.99
2019 Q2,2019,2,REPSOL,NATURGY,2.1DHA,1,false,0,504,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.0A,0,false,1,105338,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.0NA-DHA,1,false,1,90790,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.1A,0,false,1,3125,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.1DHA,1,false,1,2458,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.0A,0,true,1,190310,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.0NA-DHA,1,true,1,18256,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.1A,0,true,1,322,0.99
2019 Q2,2019,2,REPSOL,REPSOL,2.1DHA,1,true,1,146,0.99
2019 Q2,2019,2,REPSOL,IBERDROLA,2.0A,0,false,0,25262,0.99
2019 Q2,2019,2,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,18257,0.99
2019 Q2,2019,2,REPSOL,IBERDROLA,2.1A,0,false,0,1261,0.99
2019 Q2,2019,2,REPSOL,IBERDROLA,2.1DHA,1,false,0,1107,0.99
2019 Q2,2019,2,EDP,OTHERS,2.1DHA,1,false,0,1190,0.987333333
2019 Q2,2019,2,EDP,ENDESA,2.0A,0,false,0,3104,0.987333333
2019 Q2,2019,2,EDP,ENDESA,2.0NA-DHA,1,false,0,5849,0.987333333
2019 Q2,2019,2,EDP,ENDESA,2.1A,0,false,0,306,0.987333333
2019 Q2,2019,2,EDP,ENDESA,2.1DHA,1,false,0,444,0.987333333
2019 Q2,2019,2,EDP,EDP,2.0A,0,false,1,278795,0.987333333
2019 Q2,2019,2,EDP,EDP,2.0NA-DHA,1,false,1,80029,0.987333333
2019 Q2,2019,2,EDP,EDP,2.1A,0,false,1,10299,0.987333333
2019 Q2,2019,2,EDP,EDP,2.1DHA,1,false,1,1718,0.987333333
2019 Q2,2019,2,EDP,OTHERS,2.0A,0,false,0,8316,0.987333333
2019 Q2,2019,2,EDP,OTHERS,2.0NA-DHA,1,false,0,9552,0.987333333
2019 Q2,2019,2,EDP,OTHERS,2.1A,0,false,0,1765,0.987333333
2019 Q2,2019,2,EDP,NATURGY,2.0A,0,false,0,10011,0.987333333
2019 Q2,2019,2,EDP,NATURGY,2.1A,0,false,0,684,0.987333333
2019 Q2,2019,2,EDP,NATURGY,2.0NA-DHA,1,false,0,8685,0.987333333
2019 Q2,2019,2,EDP,NATURGY,2.1DHA,1,false,0,209,0.987333333
2019 Q2,2019,2,EDP,REPSOL,2.0A,0,false,0,1358,0.987333333
2019 Q2,2019,2,EDP,REPSOL,2.0NA-DHA,1,false,0,7564,0.987333333
2019 Q2,2019,2,EDP,REPSOL,2.1DHA,1,false,0,111,0.987333333
2019 Q2,2019,2,EDP,REPSOL,2.1A,0,false,0,132,0.987333333
2019 Q2,2019,2,EDP,EDP,2.0A,0,true,1,171429,0.987333333
2019 Q2,2019,2,EDP,EDP,2.0NA-DHA,1,true,1,18227,0.987333333
2019 Q2,2019,2,EDP,EDP,2.1A,0,true,1,282,0.987333333
2019 Q2,2019,2,EDP,EDP,2.1DHA,1,true,1,46,0.987333333
2019 Q2,2019,2,EDP,IBERDROLA,2.0A,0,false,0,15613,0.987333333
2019 Q2,2019,2,EDP,IBERDROLA,2.0NA-DHA,1,false,0,6354,0.987333333
2019 Q2,2019,2,EDP,IBERDROLA,2.1A,0,false,0,1427,0.987333333
2019 Q2,2019,2,EDP,IBERDROLA,2.1DHA,1,false,0,729,0.987333333
2019 Q2,2019,2,ENDESA,OTHERS,2.0A,0,false,0,335587,0.979333333
