date,year,quarter,market,group,tariff,tou,regulated,incumbent,consumer,smartmeter
2018 Q2,2018,2,NATURGY,NATURGY,2.1A,0,true,1,1891,0.951
2018 Q2,2018,2,NATURGY,NATURGY,2.1DHA,1,true,1,272,0.951
2018 Q2,2018,2,NATURGY,IBERDROLA,2.0A,0,false,0,178146,0.951
2018 Q2,2018,2,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,64333,0.951
2018 Q2,2018,2,NATURGY,IBERDROLA,2.1A,0,false,0,10128,0.951
2018 Q2,2018,2,NATURGY,IBERDROLA,2.1DHA,1,false,0,5038,0.951
2018 Q2,2018,2,REPSOL,ENDESA,2.0A,0,false,0,15351,0.987
2018 Q2,2018,2,REPSOL,ENDESA,2.0NA-DHA,1,false,0,8931,0.987
2018 Q2,2018,2,REPSOL,ENDESA,2.1A,0,false,0,653,0.987
2018 Q2,2018,2,REPSOL,ENDESA,2.1DHA,1,false,0,248,0.987
2018 Q2,2018,2,REPSOL,EDP,2.0A,0,false,0,56767,0.987
2018 Q2,2018,2,REPSOL,EDP,2.0NA-DHA,1,false,0,6720,0.987
2018 Q2,2018,2,REPSOL,EDP,2.1A,0,false,0,524,0.987
2018 Q2,2018,2,REPSOL,EDP,2.1DHA,1,false,0,313,0.987
2018 Q2,2018,2,REPSOL,OTHERS,2.0A,0,false,0,22061,0.987
2018 Q2,2018,2,REPSOL,OTHERS,2.0NA-DHA,1,false,0,12841,0.987
2018 Q2,2018,2,REPSOL,OTHERS,2.1A,0,false,0,1839,0.987
2018 Q2,2018,2,REPSOL,OTHERS,2.1DHA,1,false,0,1688,0.987
2018 Q2,2018,2,REPSOL,NATURGY,2.0A,0,false,0,30448,0.987
2018 Q2,2018,2,REPSOL,NATURGY,2.0NA-DHA,1,false,0,6464,0.987
2018 Q2,2018,2,REPSOL,NATURGY,2.1A,0,false,0,1380,0.987
2018 Q2,2018,2,REPSOL,NATURGY,2.1DHA,1,false,0,826,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.0A,0,false,1,110542,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.0NA-DHA,1,false,1,87229,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.1A,0,false,1,3288,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.1DHA,1,false,1,2337,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.0A,0,true,1,195588,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.0NA-DHA,1,true,1,16420,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.1A,0,true,1,338,0.987
2018 Q2,2018,2,REPSOL,REPSOL,2.1DHA,1,true,1,63,0.987
2018 Q2,2018,2,REPSOL,IBERDROLA,2.0A,0,false,0,30572,0.987
2018 Q2,2018,2,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,13396,0.987
2018 Q2,2018,2,REPSOL,IBERDROLA,2.1A,0,false,0,1475,0.987
2018 Q2,2018,2,REPSOL,IBERDROLA,2.1DHA,1,false,0,993,0.987
2018 Q2,2018,2,EDP,ENDESA,2.0A,0,false,0,4076,0.961666667
2018 Q2,2018,2,EDP,ENDESA,2.0NA-DHA,1,false,0,4459,0.961666667
2018 Q2,2018,2,EDP,ENDESA,2.1A,0,false,0,363,0.961666667
2018 Q2,2018,2,EDP,ENDESA,2.1DHA,1,false,0,320,0.961666667
2018 Q2,2018,2,EDP,EDP,2.0A,0,false,1,343963,0.961666667
2018 Q2,2018,2,EDP,EDP,2.0NA-DHA,1,false,1,24609,0.961666667
2018 Q2,2018,2,EDP,EDP,2.1A,0,false,1,11267,0.961666667
2018 Q2,2018,2,EDP,EDP,2.1DHA,1,false,1,1670,0.961666667
2018 Q2,2018,2,EDP,OTHERS,2.0A,0,false,0,7230,0.961666667
2018 Q2,2018,2,EDP,OTHERS,2.1A,0,false,0,1729,0.961666667
2018 Q2,2018,2,EDP,OTHERS,2.1DHA,1,false,0,661,0.961666667
2018 Q2,2018,2,EDP,OTHERS,2.0NA-DHA,1,false,0,3536,0.961666667
2018 Q2,2018,2,EDP,NATURGY,2.0A,0,false,0,18440,0.961666667
2018 Q2,2018,2,EDP,NATURGY,2.1A,0,false,0,1038,0.961666667
2018 Q2,2018,2,EDP,NATURGY,2.0NA-DHA,1,false,0,2967,0.961666667
2018 Q2,2018,2,EDP,NATURGY,2.1DHA,1,false,0,255,0.961666667
2018 Q2,2018,2,EDP,REPSOL,2.0A,0,false,0,1018,0.961666667
2018 Q2,2018,2,EDP,REPSOL,2.0NA-DHA,1,false,0,5184,0.961666667
2018 Q2,2018,2,EDP,REPSOL,2.1A,0,false,0,93,0.961666667
2018 Q2,2018,2,EDP,REPSOL,2.1DHA,1,false,0,81,0.961666667
2018 Q2,2018,2,EDP,EDP,2.0A,0,true,1,169681,0.961666667
2018 Q2,2018,2,EDP,EDP,2.0NA-DHA,1,true,1,16584,0.961666667
2018 Q2,2018,2,EDP,EDP,2.1A,0,true,1,308,0.961666667
2018 Q2,2018,2,EDP,EDP,2.1DHA,1,true,1,42,0.961666667
2018 Q2,2018,2,EDP,IBERDROLA,2.0A,0,false,0,17490,0.961666667
2018 Q2,2018,2,EDP,IBERDROLA,2.0NA-DHA,1,false,0,4115,0.961666667
2018 Q2,2018,2,EDP,IBERDROLA,2.1A,0,false,0,1403,0.961666667
2018 Q2,2018,2,EDP,IBERDROLA,2.1DHA,1,false,0,524,0.961666667
2018 Q2,2018,2,ENDESA,ENDESA,2.0A,0,false,1,2845547,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.0NA-DHA,1,false,1,1520735,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1A,0,false,1,125596,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1DHA,1,false,1,63972,0.925333333
2018 Q2,2018,2,ENDESA,EDP,2.0A,0,false,0,66717,0.925333333
2018 Q2,2018,2,ENDESA,EDP,2.0NA-DHA,1,false,0,18209,0.925333333
2018 Q2,2018,2,ENDESA,EDP,2.1A,0,false,0,795,0.925333333
2018 Q2,2018,2,ENDESA,EDP,2.1DHA,1,false,0,230,0.925333333
2018 Q2,2018,2,ENDESA,OTHERS,2.0A,0,false,0,292727,0.925333333
2018 Q2,2018,2,ENDESA,OTHERS,2.0NA-DHA,1,false,0,170304,0.925333333
2018 Q2,2018,2,ENDESA,OTHERS,2.1A,0,false,0,33663,0.925333333
2018 Q2,2018,2,ENDESA,OTHERS,2.1DHA,1,false,0,15480,0.925333333
2018 Q2,2018,2,ENDESA,NATURGY,2.0A,0,false,0,578746,0.925333333
2018 Q2,2018,2,ENDESA,NATURGY,2.0NA-DHA,1,false,0,59516,0.925333333
2018 Q2,2018,2,ENDESA,NATURGY,2.1A,0,false,0,34087,0.925333333
2018 Q2,2018,2,ENDESA,NATURGY,2.1DHA,1,false,0,8932,0.925333333
2018 Q2,2018,2,ENDESA,REPSOL,2.0A,0,false,0,25967,0.925333333
2018 Q2,2018,2,ENDESA,REPSOL,2.0NA-DHA,1,false,0,66566,0.925333333
2018 Q2,2018,2,ENDESA,REPSOL,2.1A,0,false,0,1310,0.925333333
2018 Q2,2018,2,ENDESA,REPSOL,2.1DHA,1,false,0,1263,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.0A,0,true,1,4819549,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.0NA-DHA,1,true,1,241204,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1A,0,true,1,33275,0.925333333
2018 Q2,2018,2,ENDESA,ENDESA,2.1DHA,1,true,1,4236,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.0A,0,false,0,447050,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,123789,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.1A,0,false,0,29350,0.925333333
2018 Q2,2018,2,ENDESA,IBERDROLA,2.1DHA,1,false,0,9271,0.925333333
2018 Q3,2018,3,IBERDROLA,ENDESA,2.0NA-DHA,1,false,0,160673,0.988
2018 Q3,2018,3,IBERDROLA,ENDESA,2.0A,0,false,0,183701,0.988
2018 Q3,2018,3,IBERDROLA,ENDESA,2.1A,0,false,0,8729,0.988
2018 Q3,2018,3,IBERDROLA,ENDESA,2.1DHA,1,false,0,7292,0.988
2018 Q3,2018,3,IBERDROLA,EDP,2.0A,0,false,0,268844,0.988
2018 Q3,2018,3,IBERDROLA,EDP,2.0NA-DHA,1,false,0,39649,0.988
2018 Q3,2018,3,IBERDROLA,EDP,2.1A,0,false,0,2017,0.988
2018 Q3,2018,3,IBERDROLA,EDP,2.1DHA,1,false,0,618,0.988
2018 Q3,2018,3,IBERDROLA,OTHERS,2.0A,0,false,0,254202,0.988
2018 Q3,2018,3,IBERDROLA,OTHERS,2.0NA-DHA,1,false,0,165955,0.988
2018 Q3,2018,3,IBERDROLA,OTHERS,2.1DHA,1,false,0,17530,0.988
2018 Q3,2018,3,IBERDROLA,OTHERS,2.1A,0,false,0,31309,0.988
2018 Q3,2018,3,IBERDROLA,NATURGY,2.0A,0,false,0,494867,0.988
2018 Q3,2018,3,IBERDROLA,NATURGY,2.1A,0,false,0,26232,0.988
2018 Q3,2018,3,IBERDROLA,NATURGY,2.0NA-DHA,1,false,0,53800,0.988
2018 Q3,2018,3,IBERDROLA,NATURGY,2.1DHA,1,false,0,6762,0.988
2018 Q3,2018,3,IBERDROLA,REPSOL,2.0NA-DHA,1,false,0,67207,0.988
2018 Q3,2018,3,IBERDROLA,REPSOL,2.0A,0,false,0,19202,0.988
2018 Q3,2018,3,IBERDROLA,REPSOL,2.1A,0,false,0,1628,0.988
2018 Q3,2018,3,IBERDROLA,REPSOL,2.1DHA,1,false,0,1381,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.0A,0,true,1,3244286,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.0NA-DHA,1,true,1,164400,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.1A,0,true,1,435,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.1DHA,1,true,1,173,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.1DHA,1,false,1,52133,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.0A,0,false,1,4074831,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.0NA-DHA,1,false,1,1130123,0.988
2018 Q3,2018,3,IBERDROLA,IBERDROLA,2.1A,0,false,1,139959,0.988
2018 Q3,2018,3,NATURGY,OTHERS,2.0A,0,false,0,56080,0.961666667
2018 Q3,2018,3,NATURGY,OTHERS,2.1A,0,false,0,7176,0.961666667
2018 Q3,2018,3,NATURGY,OTHERS,2.0NA-DHA,1,false,0,52451,0.961666667
2018 Q3,2018,3,NATURGY,OTHERS,2.1DHA,1,false,0,5871,0.961666667
2018 Q3,2018,3,NATURGY,ENDESA,2.0A,0,false,0,74233,0.961666667
2018 Q3,2018,3,NATURGY,ENDESA,2.0NA-DHA,1,false,0,51482,0.961666667
2018 Q3,2018,3,NATURGY,ENDESA,2.1A,0,false,0,4000,0.961666667
2018 Q3,2018,3,NATURGY,ENDESA,2.1DHA,1,false,0,2983,0.961666667
2018 Q3,2018,3,NATURGY,EDP,2.0A,0,false,0,47739,0.961666667
2018 Q3,2018,3,NATURGY,EDP,2.0NA-DHA,1,false,0,15348,0.961666667
2018 Q3,2018,3,NATURGY,EDP,2.1A,0,false,0,481,0.961666667
2018 Q3,2018,3,NATURGY,EDP,2.1DHA,1,false,0,186,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.0A,0,false,1,711127,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.0NA-DHA,1,false,1,104531,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.1A,0,false,1,39440,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.1DHA,1,false,1,15548,0.961666667
2018 Q3,2018,3,NATURGY,REPSOL,2.0A,0,false,0,7179,0.961666667
2018 Q3,2018,3,NATURGY,REPSOL,2.0NA-DHA,1,false,0,23704,0.961666667
2018 Q3,2018,3,NATURGY,REPSOL,2.1A,0,false,0,336,0.961666667
2018 Q3,2018,3,NATURGY,REPSOL,2.1DHA,1,false,0,535,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.0A,0,true,1,1902776,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.0NA-DHA,1,true,1,227132,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.1A,0,true,1,1845,0.961666667
2018 Q3,2018,3,NATURGY,NATURGY,2.1DHA,1,true,1,259,0.961666667
2018 Q3,2018,3,NATURGY,IBERDROLA,2.0A,0,false,0,174530,0.961666667
2018 Q3,2018,3,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,70749,0.961666667
2018 Q3,2018,3,NATURGY,IBERDROLA,2.1A,0,false,0,9948,0.961666667
2018 Q3,2018,3,NATURGY,IBERDROLA,2.1DHA,1,false,0,5333,0.961666667
2018 Q3,2018,3,REPSOL,ENDESA,2.0A,0,false,0,14283,0.989
2018 Q3,2018,3,REPSOL,ENDESA,2.0NA-DHA,1,false,0,9541,0.989
2018 Q3,2018,3,REPSOL,ENDESA,2.1A,0,false,0,628,0.989
2018 Q3,2018,3,REPSOL,ENDESA,2.1DHA,1,false,0,272,0.989
2018 Q3,2018,3,REPSOL,EDP,2.0A,0,false,0,56223,0.989
2018 Q3,2018,3,REPSOL,EDP,2.0NA-DHA,1,false,0,7388,0.989
2018 Q3,2018,3,REPSOL,EDP,2.1A,0,false,0,495,0.989
2018 Q3,2018,3,REPSOL,EDP,2.1DHA,1,false,0,313,0.989
2018 Q3,2018,3,REPSOL,OTHERS,2.0A,0,false,0,22792,0.989
2018 Q3,2018,3,REPSOL,OTHERS,2.0NA-DHA,1,false,0,14126,0.989
2018 Q3,2018,3,REPSOL,OTHERS,2.1A,0,false,0,1862,0.989
2018 Q3,2018,3,REPSOL,OTHERS,2.1DHA,1,false,0,1823,0.989
2018 Q3,2018,3,REPSOL,NATURGY,2.0A,0,false,0,29316,0.989
2018 Q3,2018,3,REPSOL,NATURGY,2.0NA-DHA,1,false,0,6473,0.989
2018 Q3,2018,3,REPSOL,NATURGY,2.1A,0,false,0,1283,0.989
2018 Q3,2018,3,REPSOL,NATURGY,2.1DHA,1,false,0,779,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.0A,0,false,1,109838,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.0NA-DHA,1,false,1,89289,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.1A,0,false,1,3251,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.1DHA,1,false,1,2348,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.0A,0,true,1,193696,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.0NA-DHA,1,true,1,16488,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.1A,0,true,1,337,0.989
2018 Q3,2018,3,REPSOL,REPSOL,2.1DHA,1,true,1,63,0.989
2018 Q3,2018,3,REPSOL,IBERDROLA,2.0A,0,false,0,29624,0.989
2018 Q3,2018,3,REPSOL,IBERDROLA,2.0NA-DHA,1,false,0,14658,0.989
2018 Q3,2018,3,REPSOL,IBERDROLA,2.1A,0,false,0,1422,0.989
2018 Q3,2018,3,REPSOL,IBERDROLA,2.1DHA,1,false,0,1057,0.989
2018 Q3,2018,3,EDP,OTHERS,2.1DHA,1,false,0,752,0.972666667
2018 Q3,2018,3,EDP,ENDESA,2.0A,0,false,0,3793,0.972666667
2018 Q3,2018,3,EDP,ENDESA,2.0NA-DHA,1,false,0,4885,0.972666667
2018 Q3,2018,3,EDP,ENDESA,2.1A,0,false,0,350,0.972666667
2018 Q3,2018,3,EDP,ENDESA,2.1DHA,1,false,0,299,0.972666667
2018 Q3,2018,3,EDP,EDP,2.0A,0,false,1,339194,0.972666667
2018 Q3,2018,3,EDP,EDP,2.0NA-DHA,1,false,1,28573,0.972666667
2018 Q3,2018,3,EDP,EDP,2.1A,0,false,1,11105,0.972666667
2018 Q3,2018,3,EDP,EDP,2.1DHA,1,false,1,1660,0.972666667
2018 Q3,2018,3,EDP,OTHERS,2.0A,0,false,0,7285,0.972666667
2018 Q3,2018,3,EDP,OTHERS,2.0NA-DHA,1,false,0,4786,0.972666667
2018 Q3,2018,3,EDP,OTHERS,2.1A,0,false,0,1746,0.972666667
2018 Q3,2018,3,EDP,NATURGY,2.0A,0,false,0,18056,0.972666667
2018 Q3,2018,3,EDP,NATURGY,2.1A,0,false,0,1015,0.972666667
2018 Q3,2018,3,EDP,NATURGY,2.0NA-DHA,1,false,0,3117,0.972666667
2018 Q3,2018,3,EDP,NATURGY,2.1DHA,1,false,0,268,0.972666667
2018 Q3,2018,3,EDP,REPSOL,2.0A,0,false,0,1084,0.972666667
2018 Q3,2018,3,EDP,REPSOL,2.0NA-DHA,1,false,0,5565,0.972666667
2018 Q3,2018,3,EDP,REPSOL,2.1A,0,false,0,95,0.972666667
2018 Q3,2018,3,EDP,REPSOL,2.1DHA,1,false,0,77,0.972666667
2018 Q3,2018,3,EDP,EDP,2.0A,0,true,1,169149,0.972666667
2018 Q3,2018,3,EDP,EDP,2.0NA-DHA,1,true,1,16486,0.972666667
2018 Q3,2018,3,EDP,EDP,2.1A,0,true,1,292,0.972666667
2018 Q3,2018,3,EDP,EDP,2.1DHA,1,true,1,44,0.972666667
2018 Q3,2018,3,EDP,IBERDROLA,2.0A,0,false,0,17109,0.972666667
2018 Q3,2018,3,EDP,IBERDROLA,2.0NA-DHA,1,false,0,4721,0.972666667
2018 Q3,2018,3,EDP,IBERDROLA,2.1A,0,false,0,1433,0.972666667
2018 Q3,2018,3,EDP,IBERDROLA,2.1DHA,1,false,0,586,0.972666667
2018 Q3,2018,3,ENDESA,OTHERS,2.0A,0,false,0,308933,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0A,0,false,1,2627584,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0NA-DHA,1,false,1,1743657,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1A,0,false,1,121799,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1DHA,1,false,1,68332,0.948666667
2018 Q3,2018,3,ENDESA,EDP,2.0A,0,false,0,66398,0.948666667
2018 Q3,2018,3,ENDESA,EDP,2.0NA-DHA,1,false,0,23680,0.948666667
2018 Q3,2018,3,ENDESA,EDP,2.1A,0,false,0,812,0.948666667
2018 Q3,2018,3,ENDESA,EDP,2.1DHA,1,false,0,258,0.948666667
2018 Q3,2018,3,ENDESA,OTHERS,2.0NA-DHA,1,false,0,198282,0.948666667
2018 Q3,2018,3,ENDESA,OTHERS,2.1A,0,false,0,35448,0.948666667
2018 Q3,2018,3,ENDESA,OTHERS,2.1DHA,1,false,0,17696,0.948666667
2018 Q3,2018,3,ENDESA,NATURGY,2.0A,0,false,0,570552,0.948666667
2018 Q3,2018,3,ENDESA,NATURGY,2.0NA-DHA,1,false,0,64519,0.948666667
2018 Q3,2018,3,ENDESA,NATURGY,2.1A,0,false,0,32071,0.948666667
2018 Q3,2018,3,ENDESA,NATURGY,2.1DHA,1,false,0,8689,0.948666667
2018 Q3,2018,3,ENDESA,REPSOL,2.0A,0,false,0,25122,0.948666667
2018 Q3,2018,3,ENDESA,REPSOL,2.0NA-DHA,1,false,0,69375,0.948666667
2018 Q3,2018,3,ENDESA,REPSOL,2.1A,0,false,0,1237,0.948666667
2018 Q3,2018,3,ENDESA,REPSOL,2.1DHA,1,false,0,1332,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0A,0,true,1,4758751,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.0NA-DHA,1,true,1,252924,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1A,0,true,1,32521,0.948666667
2018 Q3,2018,3,ENDESA,ENDESA,2.1DHA,1,true,1,4208,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.0A,0,false,0,433589,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.0NA-DHA,1,false,0,138300,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.1A,0,false,0,29252,0.948666667
2018 Q3,2018,3,ENDESA,IBERDROLA,2.1DHA,1,false,0,10196,0.948666667
2018 Q4,2018,4,IBERDROLA,OTHERS,2.0A,0,false,0,257981,0.994666667
2018 Q4,2018,4,IBERDROLA,ENDESA,2.0NA-DHA,1,false,0,174107,0.994666667
2018 Q4,2018,4,IBERDROLA,ENDESA,2.0A,0,false,0,170093,0.994666667
2018 Q4,2018,4,IBERDROLA,ENDESA,2.1A,0,false,0,8744,0.994666667
2018 Q4,2018,4,IBERDROLA,ENDESA,2.1DHA,1,false,0,8348,0.994666667
2018 Q4,2018,4,IBERDROLA,EDP,2.0A,0,false,0,249753,0.994666667
2018 Q4,2018,4,IBERDROLA,EDP,2.0NA-DHA,1,false,0,56841,0.994666667
2018 Q4,2018,4,IBERDROLA,EDP,2.1A,0,false,0,1873,0.994666667
2018 Q4,2018,4,IBERDROLA,EDP,2.1DHA,1,false,0,632,0.994666667
2018 Q4,2018,4,IBERDROLA,OTHERS,2.0NA-DHA,1,false,0,191461,0.994666667
2018 Q4,2018,4,IBERDROLA,OTHERS,2.1DHA,1,false,0,18938,0.994666667
2018 Q4,2018,4,IBERDROLA,OTHERS,2.1A,0,false,0,31793,0.994666667
2018 Q4,2018,4,IBERDROLA,NATURGY,2.0A,0,false,0,446862,0.994666667
2018 Q4,2018,4,IBERDROLA,NATURGY,2.0NA-DHA,1,false,0,81733,0.994666667
2018 Q4,2018,4,IBERDROLA,NATURGY,2.1A,0,false,0,23208,0.994666667
2018 Q4,2018,4,IBERDROLA,NATURGY,2.1DHA,1,false,0,6195,0.994666667
2018 Q4,2018,4,IBERDROLA,REPSOL,2.0NA-DHA,1,false,0,73531,0.994666667
2018 Q4,2018,4,IBERDROLA,REPSOL,2.0A,0,false,0,19855,0.994666667
2018 Q4,2018,4,IBERDROLA,REPSOL,2.1A,0,false,0,1804,0.994666667
2018 Q4,2018,4,IBERDROLA,REPSOL,2.1DHA,1,false,0,1844,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.0A,0,true,1,3224693,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.0NA-DHA,1,true,1,180384,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.1A,0,true,1,378,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.1DHA,1,true,1,136,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.1DHA,1,false,1,60248,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.0A,0,false,1,3899992,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.0NA-DHA,1,false,1,1303593,0.994666667
2018 Q4,2018,4,IBERDROLA,IBERDROLA,2.1A,0,false,1,130070,0.994666667
2018 Q4,2018,4,NATURGY,OTHERS,2.0A,0,false,0,57844,0.974333333
2018 Q4,2018,4,NATURGY,OTHERS,2.1A,0,false,0,7272,0.974333333
2018 Q4,2018,4,NATURGY,OTHERS,2.0NA-DHA,1,false,0,59540,0.974333333
2018 Q4,2018,4,NATURGY,OTHERS,2.1DHA,1,false,0,6255,0.974333333
2018 Q4,2018,4,NATURGY,ENDESA,2.0A,0,false,0,69919,0.974333333
2018 Q4,2018,4,NATURGY,ENDESA,2.0NA-DHA,1,false,0,55026,0.974333333
2018 Q4,2018,4,NATURGY,ENDESA,2.1A,0,false,0,3844,0.974333333
2018 Q4,2018,4,NATURGY,ENDESA,2.1DHA,1,false,0,3154,0.974333333
2018 Q4,2018,4,NATURGY,EDP,2.0A,0,false,0,43805,0.974333333
2018 Q4,2018,4,NATURGY,EDP,2.0NA-DHA,1,false,0,20226,0.974333333
2018 Q4,2018,4,NATURGY,EDP,2.1A,0,false,0,452,0.974333333
2018 Q4,2018,4,NATURGY,EDP,2.1DHA,1,false,0,214,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.0A,0,false,1,649708,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.0NA-DHA,1,false,1,155591,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.1A,0,false,1,38169,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.1DHA,1,false,1,15108,0.974333333
2018 Q4,2018,4,NATURGY,REPSOL,2.0A,0,false,0,7502,0.974333333
2018 Q4,2018,4,NATURGY,REPSOL,2.0NA-DHA,1,false,0,27142,0.974333333
2018 Q4,2018,4,NATURGY,REPSOL,2.1A,0,false,0,426,0.974333333
2018 Q4,2018,4,NATURGY,REPSOL,2.1DHA,1,false,0,758,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.0A,0,true,1,1897841,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.0NA-DHA,1,true,1,228701,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.1A,0,true,1,1770,0.974333333
2018 Q4,2018,4,NATURGY,NATURGY,2.1DHA,1,true,1,261,0.974333333
2018 Q4,2018,4,NATURGY,IBERDROLA,2.0A,0,false,0,170039,0.974333333
2018 Q4,2018,4,NATURGY,IBERDROLA,2.0NA-DHA,1,false,0,77228,0.974333333
2018 Q4,2018,4,NATURGY,IBERDROLA,2.1A,0,false,0,9591,0.974333333
2018 Q4,2018,4,NATURGY,IBERDROLA,2.1DHA,1,false,0,5742,0.974333333
2018 Q4,2018,4,REPSOL,ENDESA,2.0A,0,false,0,13794,0.9892442
2018 Q4,2018,4,REPSOL,ENDESA,2.0NA-DHA,1,false,0,9851,0.9892442
2018 Q4,2018,4,REPSOL,ENDESA,2.1A,0,false,0,612,0.9892442
2018 Q4,2018,4,REPSOL,ENDESA,2.1DHA,1,false,0,323,0.9892442
2018 Q4,2018,4,REPSOL,EDP,2.0A,0,false,0,53233,0.9892442
2018 Q4,2018,4,REPSOL,EDP,2.0NA-DHA,1,false,0,9827,0.9892442
2018 Q4,2018,4,REPSOL,EDP,2.1A,0,false,0,483,0.9892442
2018 Q4,2018,4,REPSOL,EDP,2.1DHA,1,false,0,358,0.9892442
2018 Q4,2018,4,REPSOL,OTHERS,2.0A,0,false,0,23329,0.9892442
2018 Q4,2018,4,REPSOL,OTHERS,2.0NA-DHA,1,false,0,15799,0.9892442
2018 Q4,2018,4,REPSOL,OTHERS,2.1A,0,false,0,1923,0.9892442
2018 Q4,2018,4,REPSOL,OTHERS,2.1DHA,1,false,0,1905,0.9892442
2018 Q4,2018,4,REPSOL,NATURGY,2.0A,0,false,0,26866,0.9892442
2018 Q4,2018,4,REPSOL,NATURGY,2.0NA-DHA,1,false,0,7459,0.9892442
2018 Q4,2018,4,REPSOL,NATURGY,2.1A,0,false,0,1111,0.9892442
2018 Q4,2018,4,REPSOL,NATURGY,2.1DHA,1,false,0,719,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.0A,0,false,1,108424,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.0NA-DHA,1,false,1,90257,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.1A,0,false,1,3227,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.1DHA,1,false,1,2433,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.0A,0,true,1,192665,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.0NA-DHA,1,true,1,17300,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.1A,0,true,1,329,0.9892442
2018 Q4,2018,4,REPSOL,REPSOL,2.1DHA,1,true,1,59,0.9892442
