year,month,retailer,retailer_type,tariff,power,energy_consumption,energy_bill,energy_price,power_bill,pretax_bill,total_bill,contract_id
2018,8,COR,regulated,2.0A,4.4,3000,396.588,0.132196,181.0882744,577.6762744,734.7254407,9999
2018,9,COR,regulated,2.0DHA,5.5,5000,553.81245,0.11076249,226.360343,780.172793,992.273397,9999
2018,9,COR,regulated,2.0A,4.4,3000,414.771,0.13825700000000002,181.0882744,595.8592744,757.851737,9999
2018,10,COR,regulated,2.0DHA,5.5,5000,518.00265,0.10360053000000001,226.360343,744.362993,946.7282149,9999
2018,10,COR,regulated,2.0A,4.4,3000,395.757,0.131919,181.0882744,576.8452744,733.668522,9999
2018,11,COR,regulated,2.0DHA,5.5,5000,505.5703,0.10111405999999999,226.360343,731.9306429999999,930.9159612,9999
2018,11,COR,regulated,2.0A,4.4,3000,389.529,0.129843,181.0882744,570.6172744,725.7473554,9999
2018,12,COR,regulated,2.0DHA,5.5,5000,510.9644,0.10219288,226.360343,737.324743,937.7765208,9999
2018,12,COR,regulated,2.0A,4.4,3000,392.544,0.130848,181.0882744,573.6322743999999,729.5820242,9999
2019,1,COR,regulated,2.0DHA,5.5,5000,508.5288,0.10170575999999999,226.360343,734.889143,934.6787697,9999
2019,1,COR,regulated,2.0A,4.4,3000,390.507,0.130169,181.0882744,571.5952744,726.991238,9999
2019,2,COR,regulated,2.0DHA,5.5,5000,465.1815,0.0930363,226.360343,691.541843,879.5469156,9999
2019,2,COR,regulated,2.0A,4.4,3000,362.013,0.12067099999999999,181.0882744,543.1012744,690.7507558,9999
2019,3,COR,regulated,2.0DHA,5.5,5000,436.87665,0.08737533,226.360343,663.236993,843.5470065,9999
2019,3,COR,regulated,2.0A,4.4,3000,342.837,0.11427899999999999,181.0882744,523.9252744,666.361499,9999
2019,4,COR,regulated,2.0DHA,5.5,5000,445.9096,0.08918192,226.360343,672.269943,855.035687,9999
2019,4,COR,regulated,2.0A,4.4,3000,347.334,0.115778,181.0882744,528.4222744,672.0810697,9999
2019,5,COR,regulated,2.0DHA,5.5,5000,424.99325,0.08499865,226.360343,651.353593,828.4329423,9999
2019,5,COR,regulated,2.0A,4.4,3000,333.645,0.111215,181.0882744,514.7332744,654.6705285,9999
2019,6,COR,regulated,2.0DHA,5.5,5000,412.66665,0.08253333,226.360343,639.026993,812.7551881,9999
2019,6,COR,regulated,2.0A,4.4,3000,324.954,0.108318,181.0882744,506.0422744,643.6167618,9999
2019,7,COR,regulated,2.0DHA,5.5,5000,430.7743,0.08615486,226.360343,657.134643,835.7856495,9999
2019,7,COR,regulated,2.0A,4.4,3000,339.147,0.113049,181.0882744,520.2352744,661.6683222,9999
2019,8,COR,regulated,2.0DHA,5.5,5000,397.89375,0.07957875,226.360343,624.254093,793.9660739,9999
2019,8,COR,regulated,2.0A,4.4,3000,318.681,0.10622699999999999,181.0882744,499.7692744,635.6383612,9999
2019,9,COR,regulated,2.0DHA,5.5,5000,378.6626,0.07573252,226.360343,605.0229429999999,769.5066738,9999
